com.samsung.shealth.tracker.pedometer_step_count,6272009,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
17798,4,0,26,2024-08-07 21:49:00.000,,,2024-08-07 21:58:24.655,2024-08-07 21:58:24.655,26,1.1388888,20.27002,1.2999992,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 21:50:00.000,4183f339-b5f7-4b19-8200-a189f0ca6cef,
5188,4,0,10,2024-08-07 21:51:00.000,,,2024-08-07 21:58:24.798,2024-08-07 21:58:24.798,10,1.6111112,8.359985,0.47999954,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 21:52:00.000,d84b6133-9880-4fd1-851d-ec50fba3c3c9,
18236,4,0,25,2024-08-07 22:10:00.000,,,2024-08-07 22:15:00.796,2024-08-07 22:15:00.796,25,0.97222227,17.73,0.81,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-07 22:11:00.000,79ec13ba-5335-4b3f-b6bb-849635e3000b,
9972,4,0,14,2024-08-07 22:11:00.000,,,2024-08-07 22:15:00.855,2024-08-07 22:15:00.855,14,1.0277778,10.25,0.46,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-07 22:12:00.000,105bc28f-3fd0-4c6e-9bb7-e2a38c60d7ac,
8924,4,0,13,2024-08-07 22:12:00.000,,,2024-08-07 22:15:00.902,2024-08-07 22:15:00.902,13,1.0555556,9.42,0.41,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-07 22:13:00.000,40157d20-f7c7-4ff9-b433-766ab6be4454,
13658,4,0,25,2024-08-07 22:14:00.000,,,2024-08-07 22:15:00.951,2024-08-07 22:15:00.951,25,1.4166666,19.35,0.78,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-07 22:15:00.000,56572417-f830-4035-99be-252e6d9de620,
14274,4,0,23,2024-08-07 22:15:00.000,,,2024-08-07 22:16:08.465,2024-08-07 22:16:08.465,23,1.1944444,17.05,0.73,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-07 22:16:00.000,de7874b2-2224-4d42-8d0d-985b14a41145,
13320,4,0,21,2024-08-07 22:18:00.000,,,2024-08-07 22:20:50.539,2024-08-07 22:20:50.539,21,1.1666666,15.54,0.67,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-07 22:19:00.000,7824e425-41df-4bab-bca4-f4db068d5bcb,
9703,4,0,16,2024-08-07 22:19:00.000,,,2024-08-07 22:20:50.570,2024-08-07 22:20:50.570,16,1.2222222,11.86,0.52,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-07 22:20:00.000,60d2f0fe-00ba-4cc3-9fb6-9991d0a019ba,
9116,4,0,13,2024-08-07 22:22:00.000,,,2024-08-07 22:22:47.005,2024-08-07 22:22:47.005,13,1.0277777,9.37,0.43,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-07 22:23:00.000,d557f63b-c874-44c4-abc0-f006d3b203c9,
11089,4,0,16,2024-08-07 22:10:00.000,,,2024-08-07 22:14:59.655,2024-08-07 22:14:59.655,16,1.1388888,12.630005,0.75,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:11:00.000,018e3cbc-3bd7-4b9c-8565-3ddd24024eb2,
17315,4,0,30,2024-08-07 22:14:00.000,,,2024-08-07 22:15:54.165,2024-08-07 22:15:54.165,30,1.3888887,24.049988,1.6199989,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:15:00.000,84272ff7-9771-42cb-acf5-775bd13c8728,
12394,4,0,21,2024-08-07 22:15:00.000,,,2024-08-07 22:18:07.569,2024-08-07 22:18:07.569,21,1.3611112,16.869995,1.0299988,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:16:00.000,78035aec-d62a-470f-bece-3b94ae5e51c7,
7699,4,0,12,2024-08-07 22:16:00.000,,,2024-08-07 22:18:07.947,2024-08-07 22:18:07.947,12,1.2222222,9.409973,0.59000015,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:17:00.000,0d5bdef1-a846-4c34-bb09-98c7e83abde7,
16350,4,0,31,2024-08-07 22:18:00.000,,,2024-08-07 22:19:55.803,2024-08-07 22:18:33.374,31,1.5430946,25.22998,1.5699997,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:19:00.000,446db1b1-4771-4ae3-8279-f36ee8b4893b,
8766,4,0,12,2024-08-07 22:19:00.000,,,2024-08-07 22:19:56.041,2024-08-07 22:19:56.041,12,1.0277778,9.01001,0.66999817,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:20:00.000,ff7774de-ff4a-4a6e-969c-a9bcd53cfbb5,
6829,4,0,15,2024-08-07 22:27:00.000,,,2024-08-07 22:34:59.568,2024-08-07 22:34:59.568,15,1.9166666,13.090027,0.83000183,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:28:00.000,7733bbea-a32c-4b8b-88d0-557186f15ef4,
13160,4,0,20,2024-08-07 22:28:00.000,,,2024-08-07 22:34:59.634,2024-08-07 22:34:59.634,20,1.1944444,15.720032,1.1100006,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:29:00.000,e8f7d346-bda0-4dfe-8929-c0db628b2599,
7133,4,0,11,2024-08-07 22:32:00.000,,,2024-08-07 22:34:59.712,2024-08-07 22:34:59.712,11,1.1944444,8.52002,0.69000244,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:33:00.000,e75b05bd-4a89-4f3f-901f-6cfa62883fa6,
8260,4,0,11,2024-08-07 22:35:00.000,,,2024-08-07 22:54:59.540,2024-08-07 22:54:59.540,11,1.0,8.26001,0.55999756,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:36:00.000,8edeab22-c550-463e-bd41-b4e495e8d7b2,
15266,4,0,26,2024-08-07 22:36:00.000,,,2024-08-07 22:55:58.189,2024-08-07 22:55:58.189,26,1.3611112,20.78003,1.2600021,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:37:00.000,44a83b4d-4cb7-468a-b292-2e738b49b75b,
15792,4,0,22,2024-08-07 22:37:00.000,,,2024-08-07 22:55:58.377,2024-08-07 22:55:58.377,22,1.0555556,16.670044,1.0899963,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:38:00.000,4c980fc4-5237-4097-9819-36764f748151,
9845,4,0,15,2024-08-07 22:40:00.000,,,2024-08-07 22:57:14.179,2024-08-07 22:57:14.179,15,1.1944444,11.76001,0.8600006,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:41:00.000,3dd15557-1735-4606-b9f5-6fe7ec406409,
6712,4,0,15,2024-08-07 22:42:00.000,,,2024-08-07 22:57:14.472,2024-08-07 22:57:14.472,15,1.8888888,12.680054,0.6800003,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-07 22:43:00.000,f83ff351-d18b-488c-851b-e7f5ac076c4b,
8904,4,0,15,2024-08-08 00:30:00.000,,,2024-08-08 00:30:22.289,2024-08-08 00:30:20.368,15,1.2757922,11.36,0.39000002,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-08 00:31:00.000,60bec8f4-7cfe-45a3-b49c-0a2d9970c37e,
4833,4,0,9,2024-08-08 01:51:00.000,,,2024-08-08 01:51:12.089,2024-08-08 01:51:10.096,9,1.4482654,7.0,0.28,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-08 01:52:00.000,a525c9b6-4806-4605-87e5-f8eac1d65935,
7801,4,0,15,2024-08-08 01:52:00.000,,,2024-08-08 01:52:21.764,2024-08-08 01:52:16.188,15,1.504845,11.74,0.46,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-08 01:53:00.000,52f28e72-b8aa-4ef9-9f03-789f649738fd,
19642,4,0,36,2024-08-08 02:24:00.000,,,2024-08-08 02:24:46.919,2024-08-08 02:24:27.098,36,1.3908551,27.320007,1.1399996,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-08 02:25:00.000,e71773d3-03ac-407a-8583-9a23a079b33a,
4207,4,0,7,2024-08-08 02:38:00.000,,,2024-08-08 02:38:28.754,2024-08-08 02:38:28.368,7,1.233601,5.19,0.23,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-08 02:39:00.000,351ba300-bd63-4d98-ba8c-e50c61ccdda5,
13295,4,0,19,2024-08-09 01:41:00.000,,,2024-08-09 01:44:49.909,2024-08-09 01:44:49.909,22,1.2222222,16.25,0.7,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 01:42:00.000,b979792d-fc7f-4ee0-b298-7ed4c36a863c,
0,4,0,3,2024-08-09 01:44:00.000,,,2024-08-09 01:44:49.955,2024-08-09 01:44:49.955,0,0.0,0.0,0.0,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 01:45:00.000,5a128859-4de3-4db5-bd60-4c6a01a86c0c,
3462,4,0,6,2024-08-09 01:55:00.000,,,2024-08-09 01:55:29.390,2024-08-09 01:55:29.390,6,1.3055556,4.52,0.2,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 01:56:00.000,26bf4be6-a1a0-4656-9903-eee0181d2863,
5508,4,0,9,2024-08-09 02:01:00.000,,,2024-08-09 02:07:36.148,2024-08-09 02:07:36.148,9,1.1944444,6.58,0.29,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 02:02:00.000,e1c20096-44d7-4ff7-ba18-b5295bb5b39f,
16560,4,0,27,2024-08-09 02:20:00.000,,,2024-08-09 02:21:33.668,2024-08-09 02:21:33.668,28,1.25,20.7,0.88,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 02:21:00.000,e923a632-f1f8-4dc8-b62c-c8c487df7c37,
14084,4,0,26,2024-08-09 02:21:00.000,,,2024-08-09 02:21:33.987,2024-08-09 02:21:33.695,25,1.3298308,18.73,0.78999996,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 02:22:00.000,dfbfc352-367e-4121-be1a-112531a6dbaa,
21926,4,0,32,2024-08-09 21:08:00.000,,,2024-08-09 21:15:00.753,2024-08-09 21:08:51.287,32,1.0617085,23.28,1.05,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:09:00.000,a7f8e6d1-dd15-4f4b-8c59-f29680c53cff,
13534,4,0,24,2024-08-09 21:15:00.000,,,2024-08-09 21:23:36.447,2024-08-09 21:23:36.447,24,1.3055556,17.67,0.77,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:16:00.000,6398ad01-9e09-47d5-b615-e46e4820eda8,
17172,4,0,26,2024-08-09 21:18:00.000,,,2024-08-09 21:23:36.473,2024-08-09 21:23:36.473,26,1.1111112,19.08,0.83,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:19:00.000,38c5cb82-c501-49bd-be2b-1c1761fca5d0,
10580,4,0,15,2024-08-09 21:23:00.000,,,2024-08-09 21:35:00.931,2024-08-09 21:35:00.931,15,1.0,10.58,0.51,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:24:00.000,12fca7da-0af5-49c0-b889-ed17b8a4f9a0,
12614,4,0,22,2024-08-09 21:26:00.000,,,2024-08-09 21:35:00.956,2024-08-09 21:35:00.956,22,1.3333334,16.82,0.69,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:27:00.000,ed6782d5-24ca-427f-bbc4-c838108167b7,
8486,4,0,14,2024-08-09 21:25:00.000,,,2024-08-09 21:35:01.014,2024-08-09 21:35:01.014,14,1.3055556,11.08,0.7,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:26:00.000,061901da-8097-4400-b7ca-9ca7f24f952a,
18090,4,0,32,2024-08-09 21:26:00.000,,,2024-08-09 21:35:22.401,2024-08-09 21:35:22.401,32,1.4444444,26.13,1.5699999,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:27:00.000,8349800a-1ca0-4670-90ed-221ece711b28,
20473,4,0,31,2024-08-09 21:41:00.000,,,2024-08-09 21:55:00.765,2024-08-09 21:55:00.765,31,1.0833334,22.18,1.0,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:42:00.000,3ccdbe7b-6a72-4a4c-815f-657195a4ab8c,
9768,4,0,13,2024-08-09 21:42:00.000,,,2024-08-09 21:55:00.786,2024-08-09 21:55:00.786,14,1.0277778,10.04,0.42,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:43:00.000,aaf3a8fc-36ef-49af-801a-50629e353288,
6311,4,0,9,2024-08-09 21:43:00.000,,,2024-08-09 21:55:00.807,2024-08-09 21:55:00.807,8,0.8888889,5.61,0.27,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:44:00.000,d02b4e71-112b-418f-91b1-29764c488e51,
13741,4,0,24,2024-08-09 21:48:00.000,,,2024-08-09 21:55:00.829,2024-08-09 21:55:00.829,24,1.3055556,17.94,0.79,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:49:00.000,3e87ef32-6bdb-48f1-9d33-1790dcee0334,
20792,4,0,27,2024-08-09 21:53:00.000,,,2024-08-09 21:55:00.860,2024-08-09 21:55:00.860,27,0.9166667,19.06,0.88,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:54:00.000,1efd0b39-b1f9-4b6b-8c71-1ea7bf7b67a7,
32778,4,0,49,2024-08-09 21:56:00.000,,,2024-08-09 22:12:19.855,2024-08-09 22:12:19.855,49,1.0833333,35.51,1.5,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:57:00.000,a063c8b4-c5e8-4f7f-b42b-bb62922470fe,
42625,4,0,74,2024-08-09 21:57:00.000,,,2024-08-09 22:12:19.891,2024-08-09 22:12:19.891,74,1.3055556,55.65,2.26,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:58:00.000,48e3711e-9133-4c97-8abc-ea0a4f533f46,
2265,4,0,4,2024-08-09 21:58:00.000,,,2024-08-09 22:12:19.895,2024-08-09 22:12:19.895,4,1.3333334,3.02,0.12,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 21:59:00.000,1a6dfb80-43d5-4f23-800c-c06fd6123510,
11705,4,0,16,2024-08-09 22:00:00.000,,,2024-08-09 22:12:19.957,2024-08-09 22:12:19.957,16,0.9722222,11.38,0.54,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 22:01:00.000,8e31d2a7-8247-4b48-bca1-01b58f3e8457,
15095,4,0,24,2024-08-09 22:04:00.000,,,2024-08-09 22:12:19.991,2024-08-09 22:12:19.991,24,1.2222222,18.45,0.75,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 22:05:00.000,cb3742ae-5b54-477e-ade7-0f19e369b636,
30733,4,0,42,2024-08-09 22:05:00.000,,,2024-08-09 22:12:20.055,2024-08-09 22:12:20.055,42,0.9722222,29.88,1.29,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 22:06:00.000,ac5a7a1d-eac3-425e-b42d-107237af4273,
17797,4,2,27,2024-08-09 21:41:00.000,,,2024-08-09 21:55:00.194,2024-08-09 21:55:00.194,29,1.3333335,23.73,1.81,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:42:00.000,07848181-fa58-47ac-b7e0-f53e9216ec8b,
25819,4,0,39,2024-08-09 21:42:00.000,,,2024-08-09 21:55:00.297,2024-08-09 21:55:00.297,39,1.1944444,30.84,1.8800001,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:43:00.000,b8ce201a-93f9-4eb1-ac11-43efcf191a12,
11261,4,0,16,2024-08-09 21:43:00.000,,,2024-08-09 21:55:09.827,2024-08-09 21:55:09.827,16,1.0833334,12.199997,0.8000002,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:44:00.000,c66c957f-01e6-487c-9def-510d3ef8b3f4,
22086,4,0,40,2024-08-09 21:44:00.000,,,2024-08-09 21:55:59.968,2024-08-09 21:55:59.968,40,1.5,33.130005,1.9300003,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:45:00.000,754cc78f-db11-4988-8779-5a7a23266ec6,
21416,4,0,36,2024-08-09 21:45:00.000,,,2024-08-09 21:56:06.284,2024-08-09 21:56:06.284,36,1.3611112,29.149994,1.7600002,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:46:00.000,ce6c116b-d056-4be5-af63-2c962b905223,
16264,4,0,28,2024-08-09 21:48:00.000,,,2024-08-09 21:56:06.561,2024-08-09 21:56:06.561,28,1.3888888,22.589996,1.4400005,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:49:00.000,9ab90a7a-5560-4ffa-8cfa-9f877fedd832,
12844,4,0,22,2024-08-09 21:49:00.000,,,2024-08-09 21:56:06.706,2024-08-09 21:56:06.706,22,1.3888888,17.839996,1.1099997,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:50:00.000,d437c35d-3568-4866-9dd5-6561d45d2055,
13957,4,0,23,2024-08-09 21:51:00.000,,,2024-08-09 21:56:06.947,2024-08-09 21:56:06.947,23,1.3333334,18.61,1.1300001,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:52:00.000,3622e797-6095-4e40-a96c-b2ad1666236c,
7360,4,0,12,2024-08-09 21:52:00.000,,,2024-08-09 21:56:07.064,2024-08-09 21:56:07.064,12,1.3055556,9.610001,0.5799999,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:53:00.000,7f37665a-5dbe-4092-88aa-fe327125863e,
22202,4,0,32,2024-08-09 21:53:00.000,,,2024-08-09 21:56:07.211,2024-08-09 21:56:07.211,32,1.1111112,24.669998,1.5599995,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:54:00.000,a99c94c0-04cf-4e93-8c2d-494c04df335d,
7728,4,0,13,2024-08-09 21:54:00.000,,,2024-08-09 21:56:07.351,2024-08-09 21:56:07.351,13,1.3611112,10.519989,0.69000053,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:55:00.000,1633faf1-0d57-4beb-8166-27c2057b8fec,
9433,4,0,17,2024-08-09 21:57:00.000,,,2024-08-09 22:16:06.289,2024-08-09 22:16:06.289,17,1.5,14.149994,0.79999924,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:58:00.000,b658e1f6-26ca-406c-9b8b-b0a240f93c1c,
10163,4,0,18,2024-08-09 21:58:00.000,,,2024-08-09 22:16:06.462,2024-08-09 22:16:06.462,18,1.4444444,14.679993,0.87999916,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 21:59:00.000,bbe91d1a-6f95-4a71-94e6-158678c9448d,
22546,4,0,34,2024-08-09 22:04:00.000,,,2024-08-09 22:23:01.913,2024-08-09 22:23:01.913,34,1.1944444,26.929993,1.6700001,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:05:00.000,3ac00e69-4b27-4de6-8ba2-0d106a24c17d,
25101,4,0,46,2024-08-09 22:05:00.000,,,2024-08-09 22:23:02.010,2024-08-09 22:23:02.010,46,1.5277778,38.350006,2.210001,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:06:00.000,c5567e29-afb2-4165-add3-513d1c75ca36,
29289,4,0,41,2024-08-09 22:06:00.000,,,2024-08-09 22:23:09.826,2024-08-09 22:23:09.826,41,1.0833334,31.730011,2.1000004,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:07:00.000,8efed5b2-920c-4051-94fd-89ee9deb81aa,
3953,4,0,7,2024-08-09 22:07:00.000,,,2024-08-09 22:23:10.000,2024-08-09 22:23:10.000,7,1.4722222,5.8200073,0.3199997,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:08:00.000,af32e9b8-5583-4eb3-8b3a-146d77baf977,
8424,4,0,11,2024-08-09 22:11:00.000,,,2024-08-09 22:23:10.159,2024-08-09 22:23:10.159,11,0.97222215,8.190002,0.62999916,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:12:00.000,87ddb1ef-80cb-47eb-b753-d54fbf7adf99,
4747,4,0,8,2024-08-09 22:12:00.000,,,2024-08-09 22:23:10.333,2024-08-09 22:23:10.333,8,1.3333334,6.3299866,0.40999985,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:13:00.000,f018ff0c-c0c0-4fb9-bcf0-9f0fce931e94,
17675,4,0,26,2024-08-09 22:13:00.000,,,2024-08-09 22:23:10.578,2024-08-09 22:23:10.578,26,1.1388888,20.130005,1.2600002,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:14:00.000,3ca1c4f4-53db-4f5c-b8a9-021214a9466a,
1200,4,0,2,2024-08-09 22:14:00.000,,,2024-08-09 22:23:10.731,2024-08-09 22:23:10.731,2,1.4166666,1.7000122,0.09000015,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:15:00.000,ea8ca984-22dd-428c-a987-3ea3a9f9d0ee,
40093,4,0,65,2024-08-09 22:21:00.000,,,2024-08-09 22:35:00.852,2024-08-09 22:35:00.852,65,1.1944444,47.89,2.0,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 22:22:00.000,60e2e605-b8e1-49aa-b03d-aa320c064577,
31694,4,0,57,2024-08-09 22:22:00.000,,,2024-08-09 22:35:00.884,2024-08-09 22:35:00.884,57,1.3611112,43.14,1.76,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 22:23:00.000,1b0fa7a6-f037-4282-a7a5-d07060f6f642,
1247,4,0,2,2024-08-09 22:23:00.000,,,2024-08-09 22:35:00.915,2024-08-09 22:35:00.915,2,1.1944444,1.49,0.06,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 22:24:00.000,08680af1-d681-4053-bb35-5f17097ac5e2,
30184,4,0,45,2024-08-09 22:31:00.000,,,2024-08-09 22:35:00.942,2024-08-09 22:35:00.942,45,1.0833334,32.7,1.41,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 22:32:00.000,757dc0f9-747a-4d6d-a94b-c168ccc7882f,
50562,4,0,77,2024-08-09 22:32:00.000,,,2024-08-09 22:35:00.979,2024-08-09 22:35:00.979,77,1.1111112,56.18,2.33,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 22:33:00.000,22072c32-72eb-41de-8010-c57d837bc804,
17390,4,0,22,2024-08-09 22:33:00.000,,,2024-08-09 22:35:01.022,2024-08-09 22:35:01.022,24,1.0,17.39,0.74,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 22:34:00.000,1be8202f-2cb5-49cc-baaa-894d6b5417da,
11622,4,0,18,2024-08-09 22:34:00.000,,,2024-08-09 22:35:01.073,2024-08-09 22:35:01.073,16,0.9722222,11.3,0.54,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-09 22:35:00.000,76183fc3-db42-4269-8d9d-3af94e1e0fd0,
15945,4,0,23,2024-08-09 22:18:00.000,,,2024-08-09 22:25:03.908,2024-08-09 22:25:03.908,23,1.1388888,18.160004,1.1200008,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:19:00.000,8932d22e-a17c-4133-8c5e-b634e879c434,
6438,4,4,10,2024-08-09 22:20:00.000,,,2024-08-09 22:25:04.067,2024-08-09 22:25:04.067,14,1.9166666,12.339996,1.0699997,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:21:00.000,15686074-f529-4911-81a3-d64704d4bbe2,
52416,4,0,83,2024-08-09 22:21:00.000,,,2024-08-09 22:25:04.180,2024-08-09 22:25:04.180,83,1.25,65.52002,4.119999,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:22:00.000,e2237225-5589-4cb9-9650-07da58af30c8,
23858,4,0,44,2024-08-09 22:22:00.000,,,2024-08-09 22:25:04.322,2024-08-09 22:25:04.322,44,1.5277778,36.450012,2.0800018,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:23:00.000,67187bc9-7c5d-4c78-96a1-a76d73d122f2,
1049,4,0,2,2024-08-09 22:23:00.000,,,2024-08-09 22:25:04.475,2024-08-09 22:25:04.475,2,1.6388888,1.7199707,0.099998474,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:24:00.000,1703c240-eaa5-4088-b36d-dad3e007c403,
22239,4,0,35,2024-08-09 22:31:00.000,,,2024-08-09 22:34:59.457,2024-08-09 22:34:59.457,35,1.25,27.799988,1.7400017,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:32:00.000,2a0411b3-9c84-4e7d-9dd8-538e1099da53,
56887,4,0,90,2024-08-09 22:32:00.000,,,2024-08-09 22:34:59.938,2024-08-09 22:34:59.938,90,1.25,71.109985,4.4399986,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:33:00.000,f681fe8c-094c-473f-b82f-810ae44b83ad,
36366,4,0,66,2024-08-09 22:33:00.000,,,2024-08-09 22:35:00.076,2024-08-09 22:35:00.076,66,1.5000001,54.549988,3.2299995,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:34:00.000,8a4f9273-9a76-4fb0-920e-f5b3fe997505,
29528,4,0,45,2024-08-09 22:34:00.000,,,2024-08-09 22:35:05.426,2024-08-09 22:35:05.426,45,1.1944444,35.27002,2.2299995,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:35:00.000,c9b76ec9-39e1-484c-8b26-aef7279d691d,
12301,4,0,22,2024-08-09 22:35:00.000,,,2024-08-09 22:38:45.571,2024-08-09 22:38:45.571,22,1.4722222,18.109985,1.0400009,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:36:00.000,7ef73b1d-cb93-49b3-87db-5f823c01127a,
41475,4,0,78,2024-08-09 22:36:00.000,,,2024-08-09 22:38:45.852,2024-08-09 22:38:45.852,78,1.5833334,65.66998,3.8300018,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:37:00.000,93dc3aec-c708-40f6-9de2-bd70c7d6e949,
15486,4,0,30,2024-08-09 22:37:00.000,,,2024-08-09 22:38:46.518,2024-08-09 22:38:46.518,30,1.6388888,25.380005,1.3499985,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-09 22:38:00.000,d0c06676-0987-489e-a0b7-c00623c2cee8,
