com.samsung.shealth.tracker.pedometer_step_count,6272009,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
23209,4,0,41,2024-08-23 20:10:00.000,,,2024-08-23 20:15:00.617,2024-08-23 20:15:00.617,41,1.4722222,34.169983,2.0200005,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 20:11:00.000,76837df1-fb03-4713-9b84-543a91b72651,
58785,4,0,95,2024-08-23 20:16:00.000,,,2024-08-23 20:17:56.766,2024-08-23 20:16:09.082,95,1.1979085,70.42,2.79,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 20:17:00.000,6fbff3f8-84be-4c58-ade4-53f00680ee0d,
18908,4,0,30,2024-08-23 20:17:00.000,,,2024-08-23 20:17:57.004,2024-08-23 20:17:57.004,30,1.1666666,22.06,0.9,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 20:18:00.000,ae24c81a-b2d4-4e42-9095-a804a02f0aae,
44085,4,0,67,2024-08-23 20:19:00.000,,,2024-08-23 20:19:56.902,2024-08-23 20:19:39.930,77,1.2727599,56.109997,2.5899992,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 20:20:00.000,3aeb1c57-4d5e-4224-8cf2-d9ea1c5bbebb,
30501,4,0,46,2024-08-23 20:20:00.000,,,2024-08-23 20:26:25.261,2024-08-23 20:20:04.497,46,1.0858524,33.12,1.4599996,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 20:21:00.000,975773a8-d7ef-40ef-9b6c-e79d725f94a5,
26824,4,0,45,2024-08-23 20:21:00.000,,,2024-08-23 20:26:25.310,2024-08-23 20:26:25.310,45,1.25,33.53,1.38,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 20:22:00.000,4da3838f-3677-484d-a283-3ce63f129871,
60000,4,0,106,2024-08-23 20:22:00.000,,,2024-08-23 20:26:25.341,2024-08-23 20:26:25.341,106,1.3295,79.77,3.18,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 20:23:00.000,3b8b5eb4-1730-4691-8176-edbdcffae78c,
7736,4,0,13,2024-08-23 20:23:00.000,,,2024-08-23 20:26:25.362,2024-08-23 20:26:25.362,13,1.25,9.67,0.41,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 20:24:00.000,b6998462-36b6-4bea-97c8-cdff636b1d9a,
5409,4,0,8,2024-08-23 20:28:00.000,,,2024-08-23 20:29:02.649,2024-08-23 20:29:02.649,8,1.0833333,5.86,0.26,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 20:29:00.000,b76c13f9-cfc2-4cc8-99dd-014c379bcf2a,
19715,4,0,26,2024-08-23 20:33:00.000,,,2024-08-23 20:35:00.530,2024-08-23 20:35:00.530,26,0.9444444,18.62,0.86,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 20:34:00.000,42320455-d9b0-4030-9614-966c94f70e5e,
46695,4,0,86,2024-08-23 20:16:00.000,,,2024-08-23 20:19:44.259,2024-08-23 20:19:44.259,86,1.5277778,71.34,4.1399994,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 20:17:00.000,b87e2bb1-d2ca-4f13-842a-d389c20d2ff4,
18133,4,0,37,2024-08-23 20:17:00.000,,,2024-08-23 20:19:45.523,2024-08-23 20:19:45.523,37,1.7222222,31.230011,1.7600002,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 20:18:00.000,56cda7ee-5fa3-47fe-9f09-7f5a88f16c93,
34639,4,0,59,2024-08-23 20:19:00.000,,,2024-08-23 20:35:00.503,2024-08-23 20:19:46.123,59,1.3747269,47.620056,2.9699936,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 20:20:00.000,e7c941b3-8e69-442d-bb93-51002c787f79,
35149,4,0,54,2024-08-23 20:20:00.000,,,2024-08-23 20:35:00.591,2024-08-23 20:35:00.591,54,1.2222222,42.960022,2.6399994,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 20:21:00.000,5e8c7413-7526-49c9-abbb-867b4dc757ff,
27734,4,0,48,2024-08-23 20:21:00.000,,,2024-08-23 20:35:01.055,2024-08-23 20:35:01.055,48,1.4166666,39.289978,2.3600006,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 20:22:00.000,d136cf31-f125-4118-9ae2-26b9aea38898,
59488,4,0,105,2024-08-23 20:22:00.000,,,2024-08-23 20:35:01.237,2024-08-23 20:35:01.237,105,1.4722222,87.58002,5.220001,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 20:23:00.000,e387e684-eced-4df8-b041-421af98e4c39,
3831,4,0,7,2024-08-23 20:23:00.000,,,2024-08-23 20:35:43.318,2024-08-23 20:35:43.318,7,1.5555556,5.960022,0.34000015,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 20:24:00.000,c9a070bb-6590-41c5-b534-9e70725cce9d,
8052,4,0,17,2024-08-23 20:33:00.000,,,2024-08-23 20:35:43.948,2024-08-23 20:35:43.948,17,1.8055556,14.539978,0.7099991,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 20:34:00.000,313ea8d5-cce2-472e-8738-512100d093f4,
8057,4,0,18,2024-08-23 21:42:00.000,,,2024-08-23 21:54:59.526,2024-08-23 21:54:59.526,18,1.8888888,15.219971,0.8100014,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 21:43:00.000,2b02d365-5ddf-404f-8bd6-0b86dda72fa3,
19673,4,0,39,2024-08-23 21:43:00.000,,,2024-08-23 21:54:59.620,2024-08-23 21:54:59.620,39,1.6666666,32.789978,2.0,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 21:44:00.000,36c0a76a-3647-4ad3-bf21-eca97ece09b6,
10108,4,0,14,2024-08-23 21:52:00.000,,,2024-08-23 21:55:00.088,2024-08-23 21:55:00.088,14,1.0555556,10.669983,0.6399994,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 21:53:00.000,3720f9e4-3b9d-4574-ba00-3c4a69729fcc,
18562,4,0,35,2024-08-23 21:54:00.000,,,2024-08-23 21:56:01.292,2024-08-23 21:56:01.292,35,1.5833334,29.390015,1.7200012,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 21:55:00.000,b77e3ecd-9707-4211-b1fa-132bd1afad78,
28741,4,0,46,2024-08-23 21:58:00.000,,,2024-08-23 22:01:40.676,2024-08-23 22:01:40.676,46,1.1944444,34.33,1.47,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 21:59:00.000,22969906-a580-417e-bddb-023fe9e61aa9,
17402,4,0,27,2024-08-23 21:59:00.000,,,2024-08-23 22:01:40.704,2024-08-23 22:01:40.704,27,1.1388888,19.82,0.88,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:00:00.000,433774ec-86f5-4985-8d4f-45016f612ad5,
24487,4,0,40,2024-08-23 22:01:00.000,,,2024-08-23 22:02:49.051,2024-08-23 22:01:40.738,40,1.2169496,29.8,1.26,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:02:00.000,8880f04b-9b93-43f3-ad8e-b8ce7f530a01,
37173,4,0,64,2024-08-23 22:03:00.000,,,2024-08-23 22:04:26.226,2024-08-23 22:04:26.226,64,1.2777778,47.5,2.02,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:04:00.000,97c803f4-ffa5-448a-85f3-ed93893d34db,
30486,4,0,50,2024-08-23 22:04:00.000,,,2024-08-23 22:05:49.523,2024-08-23 22:04:26.252,51,1.2549688,38.260002,1.64,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:05:00.000,c079c272-e128-4846-bf28-873e9e4af705,
12302,4,0,22,2024-08-23 22:05:00.000,,,2024-08-23 22:05:49.597,2024-08-23 22:05:49.597,21,1.2777778,15.72,0.67,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:06:00.000,2829f1ad-6d2a-40ef-8394-ec17b86111ae,
22686,4,0,39,2024-08-23 22:08:00.000,,,2024-08-23 22:13:25.734,2024-08-23 22:08:00.532,42,1.4092134,31.970001,1.24,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:09:00.000,e926c864-7dd3-4998-8b4b-2c9be4c03a57,
0,4,0,3,2024-08-23 22:13:00.000,,,2024-08-23 22:13:25.754,2024-08-23 22:13:25.754,0,0.0,0.0,0.0,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:14:00.000,6193ccfa-32d5-4301-a906-42033223c581,
11250,4,0,20,2024-08-23 22:16:00.000,,,2024-08-23 22:18:02.712,2024-08-23 22:18:02.712,20,1.3333334,15.0,0.64,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:17:00.000,684c0fca-1533-4f8e-a6f9-2e4239fe6b2f,
38956,4,0,61,2024-08-23 22:17:00.000,,,2024-08-23 22:18:02.874,2024-08-23 22:18:02.874,69,1.3055556,50.86,2.17,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:18:00.000,a233a61e-e7e9-4363-ab07-15d27f2be08e,
11643,4,0,16,2024-08-23 22:19:00.000,,,2024-08-23 22:20:07.489,2024-08-23 22:20:07.489,16,0.97222215,11.32,0.54,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:20:00.000,e5bc5b3f-eb37-470c-9f45-a7a7f5240d82,
5410,4,0,8,2024-08-23 22:20:00.000,,,2024-08-23 22:20:09.686,2024-08-23 22:20:09.163,8,1.059015,5.73,0.26999998,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:21:00.000,8500694f-d8e8-4644-af8c-194197f90183,
9660,4,0,17,2024-08-23 22:32:00.000,,,2024-08-23 22:34:22.727,2024-08-23 22:34:22.727,17,1.3333334,12.88,0.55,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:33:00.000,e1ce382f-cb43-4996-ba60-6eaab48c3d46,
41529,4,0,62,2024-08-23 22:34:00.000,,,2024-08-23 22:35:00.777,2024-08-23 22:34:22.768,62,1.0943921,45.45,1.9699999,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:35:00.000,25240f93-2e10-4201-8e23-fd27b55b9870,
13149,4,0,23,2024-08-23 22:35:00.000,,,2024-08-23 22:36:48.956,2024-08-23 22:36:48.956,26,1.5277778,20.09,0.82,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:36:00.000,a7137e2c-4d2e-4c8c-991a-52bea9c5504c,
0,4,0,3,2024-08-23 22:36:00.000,,,2024-08-23 22:36:48.977,2024-08-23 22:36:48.977,0,0.0,0.0,0.0,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:37:00.000,94c3fdf3-8498-46b3-a211-060a1580b82f,
9140,4,0,15,2024-08-23 22:53:00.000,,,2024-08-23 22:55:00.718,2024-08-23 22:55:00.718,19,1.6388888,14.98,0.6,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:54:00.000,7d552b91-6f8b-425c-baa7-781f7eb76090,
6444,4,0,14,2024-08-23 22:56:00.000,,,2024-08-23 23:00:33.464,2024-08-23 23:00:33.464,10,1.1388888,7.34,0.32,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 22:57:00.000,84381be7-12d1-4a2b-97d0-11d96160a978,
4056,4,0,7,2024-08-23 23:05:00.000,,,2024-08-23 23:06:37.449,2024-08-23 23:06:37.449,7,1.25,5.07,0.23,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 23:06:00.000,dfffee45-7dc8-4acf-b4a9-6572f48e3b78,
9588,4,0,18,2024-08-23 23:28:00.000,,,2024-08-23 23:33:27.676,2024-08-23 23:33:27.676,18,1.4444444,13.85,0.57,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 23:29:00.000,07ec43e9-b17f-4e75-a015-8f5b232c31f5,
29483,4,0,51,2024-08-23 23:29:00.000,,,2024-08-23 23:33:27.726,2024-08-23 23:33:27.726,53,1.3611112,40.13,1.68,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 23:30:00.000,ee30d363-d2d4-4519-aac0-a4b7fbf8a41d,
20708,4,0,35,2024-08-23 23:30:00.000,,,2024-08-23 23:33:27.739,2024-08-23 23:33:27.739,33,1.1666666,24.16,1.04,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 23:31:00.000,97be6538-74bb-443f-89b0-b10045a45884,
15929,4,0,23,2024-08-23 23:36:00.000,,,2024-08-23 23:37:30.428,2024-08-23 23:37:30.428,28,1.3333334,21.24,0.87,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 23:37:00.000,159ca0a5-8334-4098-94a0-d2ce9d10ed80,
12915,4,1,30,2024-08-23 23:37:00.000,,,2024-08-23 23:37:39.173,2024-08-23 23:37:30.480,26,1.6964394,21.910006,1.0499998,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-23 23:38:00.000,a0fe0a7e-6ddc-44d8-8a95-cb4ac39367bf,
6927,4,0,11,2024-08-23 21:56:00.000,,,2024-08-23 21:57:06.748,2024-08-23 21:57:06.748,11,1.25,8.659973,0.5699997,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 21:57:00.000,1c9f380b-6b90-4421-bafa-cda692a7e9eb,
39282,4,0,68,2024-08-23 21:58:00.000,,,2024-08-23 22:15:00.542,2024-08-23 22:15:00.542,68,1.4166666,55.650024,3.619999,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 21:59:00.000,d039d696-dc04-4c76-b979-c3e062e981b4,
14371,4,0,36,2024-08-23 22:01:00.000,,,2024-08-23 22:15:00.823,2024-08-23 22:15:00.823,36,2.0833333,29.940002,1.7000008,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:02:00.000,76ee52a6-b03d-4a7d-b7a8-2734c3b6371b,
7723,4,0,12,2024-08-23 22:03:00.000,,,2024-08-23 22:15:00.976,2024-08-23 22:15:00.976,12,1.2222222,9.440002,0.59000015,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:04:00.000,94f2ae97-32de-411a-af4f-09c682d7356d,
18157,4,0,33,2024-08-23 22:04:00.000,,,2024-08-23 22:17:15.258,2024-08-23 22:17:15.258,33,1.5277778,27.73999,1.5999985,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:05:00.000,51d64a52-c132-4292-be65-614998cc20a2,
7301,4,0,13,2024-08-23 22:05:00.000,,,2024-08-23 22:19:35.204,2024-08-23 22:19:35.204,13,1.4722222,10.75,0.59000015,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:06:00.000,33840b51-beef-4de1-a761-307ad7d19155,
7368,4,0,12,2024-08-23 22:06:00.000,,,2024-08-23 22:19:35.328,2024-08-23 22:19:35.328,12,1.3055556,9.619995,0.58000183,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:07:00.000,9c70684d-10ab-468d-9bef-94f2b2af9d8a,
14950,4,0,33,2024-08-23 22:08:00.000,,,2024-08-23 22:19:35.594,2024-08-23 22:19:35.594,33,1.8333334,27.410034,1.5999985,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:09:00.000,ceadaa33-70c6-4b3e-8ca9-ec4cee1d066e,
15193,4,0,28,2024-08-23 22:17:00.000,,,2024-08-23 22:35:00.706,2024-08-23 22:35:00.706,28,1.5,22.79004,1.4000015,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:18:00.000,58f45d80-eb5a-4a15-b555-5a9dbe762326,
6664,4,0,10,2024-08-23 22:19:00.000,,,2024-08-23 22:35:00.872,2024-08-23 22:35:00.872,10,1.1944444,7.959961,0.6399994,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:20:00.000,2e9d4db8-e255-4e9a-a207-760a7d748f16,
22043,4,0,39,2024-08-23 22:20:00.000,,,2024-08-23 22:35:20.649,2024-08-23 22:35:20.649,39,1.4444444,31.839966,1.9599991,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:21:00.000,876ebc36-6000-4186-9f5a-70aa2dc8920d,
4421,4,0,7,2024-08-23 22:21:00.000,,,2024-08-23 22:35:21.374,2024-08-23 22:35:21.374,7,1.2777778,5.6500244,0.33999634,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:22:00.000,ef2fe342-c6e0-477e-9a3a-697820f760fb,
6225,4,0,15,2024-08-23 22:32:00.000,,,2024-08-23 22:35:21.670,2024-08-23 22:35:21.670,15,2.0833333,12.969971,0.76000214,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:33:00.000,c1de4cd5-6d19-420b-813f-026ec70308b9,
13388,4,0,26,2024-08-23 22:34:00.000,,,2024-08-23 22:35:21.949,2024-08-23 22:35:21.949,26,1.6111112,21.569946,1.2699966,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:35:00.000,187a4a97-24b0-4934-829f-7ffe988eb540,
17808,4,0,30,2024-08-23 22:35:00.000,,,2024-08-23 22:35:22.868,2024-08-23 22:35:22.868,30,1.3611112,24.23999,1.4599991,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:36:00.000,b2fdbc7b-f0f3-4d8a-a5d7-35a983cf87e6,
5892,4,0,10,2024-08-23 22:56:00.000,,,2024-08-23 23:05:39.190,2024-08-23 23:05:39.190,10,1.3611112,8.02002,0.51000214,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 22:57:00.000,1b574e75-e702-410c-8901-39f6a07a3d4f,
5526,4,2,11,2024-08-23 23:06:00.000,,,2024-08-23 23:15:00.559,2024-08-23 23:15:00.559,13,2.1388888,11.819946,0.8899994,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 23:07:00.000,9a5b2fb0-d704-4d83-8811-3ec013a1ba70,
11221,4,0,23,2024-08-23 23:18:00.000,,,2024-08-23 23:18:41.180,2024-08-23 23:18:41.180,23,1.7777778,19.949951,1.6699982,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 23:19:00.000,933ce5a2-0a2c-4068-ad39-1cd2196b1cd8,
11874,4,0,25,2024-08-23 23:29:00.000,,,2024-08-23 23:34:59.491,2024-08-23 23:34:59.491,25,1.8055556,21.439941,1.1800003,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 23:30:00.000,b4eb22aa-a4d2-4feb-a0ff-28e01b930cca,
14466,4,0,26,2024-08-23 23:30:00.000,,,2024-08-23 23:34:59.562,2024-08-23 23:34:59.562,26,1.5,21.699951,1.5400009,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 23:31:00.000,5a3ee9d3-c844-4c9d-b8d6-b7b0f2559510,
5921,4,0,13,2024-08-23 23:32:00.000,,,2024-08-23 23:34:59.645,2024-08-23 23:34:59.645,13,1.8611112,11.02002,0.55999756,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 23:33:00.000,b0d13c0e-fe64-41e8-a041-a4a3cea681b2,
4841,4,0,11,2024-08-23 23:36:00.000,,,2024-08-23 23:55:00.593,2024-08-23 23:55:00.593,11,1.9166666,9.280029,0.48000336,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 23:37:00.000,e08b2410-a0c1-4bd2-bedd-54698f88fc8a,
7692,4,0,17,2024-08-23 23:37:00.000,,,2024-08-23 23:55:00.703,2024-08-23 23:55:00.703,17,1.8888888,14.530029,0.7200012,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-23 23:38:00.000,90688cba-55fa-42d6-bc4b-fd74ffbb6562,
18071,4,0,36,2024-08-24 00:04:00.000,,,2024-08-24 00:11:41.438,2024-08-24 00:11:41.438,36,1.6666667,30.119995,1.7200012,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-24 00:05:00.000,f7c52387-2059-41d8-a211-4668e5eeccc4,
29979,4,0,54,2024-08-24 00:05:00.000,,,2024-08-24 00:11:41.777,2024-08-24 00:11:41.777,54,1.5,44.96997,2.6699982,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-24 00:06:00.000,65901729-075d-4fc6-b5d5-5f7d336274a6,
26826,4,0,52,2024-08-24 00:06:00.000,,,2024-08-24 00:11:42.022,2024-08-24 00:11:42.022,52,1.6111112,43.21997,2.4899979,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-24 00:07:00.000,9047e91f-4f8b-445c-abf3-8198a56981bb,
11463,4,0,24,2024-08-24 00:07:00.000,,,2024-08-24 00:11:42.279,2024-08-24 00:11:42.279,24,1.7777778,20.380005,1.5199966,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-24 00:08:00.000,a41bd698-6232-4d73-a4e4-3f8a1f8f9157,
7510,4,0,18,2024-08-24 00:08:00.000,,,2024-08-24 00:11:42.471,2024-08-24 00:11:42.471,18,2.0,15.02002,0.76000214,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-24 00:09:00.000,84e4fff6-74e7-454d-abd8-b5f7d97dd733,
16546,4,3,26,2024-08-24 00:10:00.000,,,2024-08-24 00:11:42.692,2024-08-24 00:11:42.692,29,1.4444444,23.900024,1.7099991,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-24 00:11:00.000,15a55fb5-566c-40ee-9e1c-707375a340da,
10652,4,6,16,2024-08-24 00:11:00.000,,,2024-08-24 00:11:42.975,2024-08-24 00:11:42.975,22,1.8333334,19.53003,1.4599991,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-24 00:12:00.000,308cb40e-e61e-4c35-baa4-3a6e9f0ba59c,
18224,4,0,32,2024-08-24 00:12:00.000,,,2024-08-24 00:15:00.490,2024-08-24 00:15:00.490,32,1.4722222,26.829956,2.2799988,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-24 00:13:00.000,85f3eeb5-8509-499b-a4aa-a10c1f0c6f5c,
27016,4,0,43,2024-08-24 00:15:00.000,,,2024-08-24 00:16:33.849,2024-08-24 00:16:33.849,43,1.25,33.77002,2.199997,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-24 00:16:00.000,73034e61-8c7a-49c4-9550-2a65991f4cf0,
12671,4,0,23,2024-08-24 00:26:00.000,,,2024-08-24 00:26:54.026,2024-08-24 00:26:44.583,23,1.3762728,17.440002,0.70999986,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 00:27:00.000,5bef1950-3729-49bc-84b7-9d0c5cd4ca64,
5523,4,0,7,2024-08-24 00:45:00.000,,,2024-08-24 00:45:53.045,2024-08-24 00:45:52.486,7,0.88888884,4.91,0.24,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 00:46:00.000,863e2d45-fd62-4ffa-9ae7-7379dd0f813d,
10611,4,0,17,2024-08-24 00:47:00.000,,,2024-08-24 00:49:09.358,2024-08-24 00:49:09.358,17,1.1666666,12.38,0.54,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 00:48:00.000,5db99647-c66d-4165-9767-1598368e7d17,
3162,4,0,1,2024-08-24 00:48:00.000,,,2024-08-24 00:49:09.387,2024-08-24 00:49:09.387,5,1.1666666,3.69,0.15,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 00:49:00.000,eca90bfd-c468-4229-8032-bc815a006f75,
0,4,0,4,2024-08-24 00:49:00.000,,,2024-08-24 00:49:09.419,2024-08-24 00:49:09.419,0,0.0,0.0,0.0,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 00:50:00.000,08d1530c-bb8e-4499-a965-8393cfeed6f6,
5564,4,0,9,2024-08-24 00:57:00.000,,,2024-08-24 00:57:45.556,2024-08-24 00:57:44.124,9,1.1716723,6.5199995,0.29,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 00:58:00.000,fa243904-f5c0-4546-87e8-043fa453e379,
17481,4,0,29,2024-08-24 01:03:00.000,,,2024-08-24 01:12:30.111,2024-08-24 01:03:29.154,34,1.5027348,26.27,0.96000004,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 01:04:00.000,2ac848a6-3370-4435-9086-58b9710b0d5a,
10471,4,0,20,2024-08-24 00:23:00.000,,,2024-08-24 00:24:17.562,2024-08-24 00:24:17.562,20,1.6111112,16.869995,0.98000336,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-24 00:24:00.000,989d2c9a-d52a-4d0c-adc9-e3f4e2f6bc36,
9406,4,1,23,2024-08-24 00:24:00.000,,,2024-08-24 00:24:18.608,2024-08-24 00:24:18.608,24,2.1666665,20.380005,1.1500015,UTC-0400,PZSgGx/3oA,com.sec.android.app.shealth,2024-08-24 00:25:00.000,7fe6da79-09ee-46a4-a1e8-bef62f37c611,
10653,4,0,22,2024-08-24 01:05:00.000,,,2024-08-24 01:12:30.145,2024-08-24 01:12:30.145,21,1.5,15.98,0.67,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 01:06:00.000,c9fcefc0-cc33-4535-a23e-478eba6eda7f,
10502,4,0,22,2024-08-24 01:06:00.000,,,2024-08-24 01:12:30.187,2024-08-24 01:12:30.187,18,1.2777778,13.42,0.58,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 01:07:00.000,8a8bac3c-d95a-45a4-b1e6-fc737d65f846,
26033,4,0,30,2024-08-24 01:16:00.000,,,2024-08-24 01:35:00.989,2024-08-24 01:35:00.989,40,1.0555556,27.48,1.39,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 01:17:00.000,5d2c6339-bdbc-45bc-a404-da64ea297570,
6543,4,0,10,2024-08-24 01:21:00.000,,,2024-08-24 01:35:01.035,2024-08-24 01:35:01.035,10,1.1111112,7.27,0.32,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 01:22:00.000,a9384865-5ec5-49dc-8504-2efa4b911341,
8395,4,0,16,2024-08-24 01:22:00.000,,,2024-08-24 01:35:01.099,2024-08-24 01:35:01.099,16,1.4722223,12.36,0.5,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 01:23:00.000,48d0e9fa-80a0-4ad9-bb61-6f4f3c9b8fc2,
5392,4,0,9,2024-08-24 01:27:00.000,,,2024-08-24 01:35:01.152,2024-08-24 01:35:01.152,9,1.25,6.74,0.29,UTC-0400,5vLahzXBCy,com.sec.android.app.shealth,2024-08-24 01:28:00.000,11420a26-6a57-47fe-907b-c28d0b9b62c2,
