com.samsung.shealth.stress,6272009,8
create_sh_ver,start_time,custom,binning_data,tag_id,modify_sh_ver,update_time,create_time,max,min,score,algorithm,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62620030,2024-03-08 14:00:00.000,,969c7498-b895-45c9-8948-1a909975033e.binning_data.json,10011,62620030,2024-03-08 15:20:25.157,2024-03-08 15:20:25.157,100.0,0.0,27.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-08 14:59:59.999,969c7498-b895-45c9-8948-1a909975033e,
62620030,2024-03-08 15:00:00.000,,d7a4b218-649a-401b-b72a-353852541bdf.binning_data.json,10011,62620030,2024-03-08 16:03:41.638,2024-03-08 16:03:41.638,100.0,0.0,65.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-08 15:59:59.999,d7a4b218-649a-401b-b72a-353852541bdf,
62620030,2024-03-08 16:00:00.000,,b262152d-0477-455a-9f7f-6e919a506ea9.binning_data.json,10011,62620030,2024-03-08 17:10:10.141,2024-03-08 17:10:10.141,94.0,0.0,41.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-08 16:59:59.999,b262152d-0477-455a-9f7f-6e919a506ea9,
62620030,2024-03-08 17:00:00.000,,35baccc7-c7e7-4bcb-8576-810d20568d9c.binning_data.json,10011,62620030,2024-03-08 18:14:04.007,2024-03-08 18:14:04.007,100.0,11.0,75.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-08 17:59:59.999,35baccc7-c7e7-4bcb-8576-810d20568d9c,
62620030,2024-03-08 18:00:00.000,,ef798144-21a9-414e-8e12-20ca12debf85.binning_data.json,10011,62620030,2024-03-08 19:11:21.735,2024-03-08 18:14:04.231,99.0,7.0,41.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-08 18:59:59.999,ef798144-21a9-414e-8e12-20ca12debf85,
62620030,2024-03-08 19:00:00.000,,29c7d681-ff2d-49b4-bcf8-98bda52af727.binning_data.json,10011,62620030,2024-03-08 20:07:05.470,2024-03-08 20:07:05.470,100.0,10.0,90.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-08 19:59:59.999,29c7d681-ff2d-49b4-bcf8-98bda52af727,
62620030,2024-03-08 20:00:00.000,,03e66ea4-ba58-4902-a22e-65da989cacf8.binning_data.json,10011,62620030,2024-03-08 21:16:40.953,2024-03-08 21:16:40.953,100.0,5.0,86.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-08 20:59:59.999,03e66ea4-ba58-4902-a22e-65da989cacf8,
62620030,2024-03-08 21:00:00.000,,3a1cccff-f975-4809-9496-d2f162aca807.binning_data.json,10011,62620030,2024-03-08 22:31:16.312,2024-03-08 22:31:16.312,99.0,11.0,36.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-08 21:59:59.999,3a1cccff-f975-4809-9496-d2f162aca807,
62620030,2024-03-08 22:00:00.000,,83d91002-4b1b-40e5-ae19-bcbeab442bd3.binning_data.json,10011,62620030,2024-03-08 23:03:33.702,2024-03-08 23:03:33.702,92.0,17.0,53.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-08 22:59:59.999,83d91002-4b1b-40e5-ae19-bcbeab442bd3,
62620030,2024-03-08 23:00:00.000,,a3a24567-d543-4944-8cff-e473cdbc1e32.binning_data.json,10011,62620030,2024-03-09 02:08:00.246,2024-03-09 02:08:00.246,93.0,86.0,90.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-08 23:59:59.999,a3a24567-d543-4944-8cff-e473cdbc1e32,
62620030,2024-03-09 02:00:00.000,,127af94f-3b35-46fb-ab21-bdb942fb20f9.binning_data.json,10011,62620030,2024-03-09 03:11:20.786,2024-03-09 03:11:20.786,100.0,14.0,92.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-09 02:59:59.999,127af94f-3b35-46fb-ab21-bdb942fb20f9,
62620030,2024-03-09 03:00:00.000,,a01933c7-86c2-4a30-9f5c-d8ca09b64d52.binning_data.json,10011,62620030,2024-03-09 04:08:55.067,2024-03-09 04:08:55.067,100.0,24.0,77.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-09 03:59:59.999,a01933c7-86c2-4a30-9f5c-d8ca09b64d52,
62620030,2024-03-09 04:00:00.000,,94735319-90e7-4bc8-adcd-ca2e4e277235.binning_data.json,10011,62620030,2024-03-09 05:04:42.218,2024-03-09 05:04:42.218,100.0,12.0,75.0,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-09 04:59:59.999,94735319-90e7-4bc8-adcd-ca2e4e277235,
62650131,2024-03-11 19:00:00.000,,0c17aca7-944d-43bc-81ba-fcf16c916a40.binning_data.json,10011,62650131,2024-03-11 20:09:36.249,2024-03-11 19:41:20.308,100.0,0.0,72.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-11 19:59:59.999,0c17aca7-944d-43bc-81ba-fcf16c916a40,
62650131,2024-03-11 20:00:00.000,,527794b8-689b-40bb-a10f-8f7058c13143.binning_data.json,10011,62650131,2024-03-11 21:35:58.843,2024-03-11 21:35:58.843,17.0,0.0,8.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-11 20:59:59.999,527794b8-689b-40bb-a10f-8f7058c13143,
62650131,2024-03-11 21:00:00.000,,dfffbb33-c257-4e97-ae58-be9e000d198b.binning_data.json,10011,62650131,2024-03-11 22:09:50.669,2024-03-11 22:09:50.669,100.0,13.0,50.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-11 21:59:59.999,dfffbb33-c257-4e97-ae58-be9e000d198b,
62650131,2024-03-11 22:00:00.000,,27f68f1e-9427-40d0-9836-ef59201e1ba5.binning_data.json,10011,62650131,2024-03-11 23:01:50.953,2024-03-11 23:01:50.953,96.0,5.0,54.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-11 22:59:59.999,27f68f1e-9427-40d0-9836-ef59201e1ba5,
62650131,2024-03-11 23:00:00.000,,b5c2b4e4-5b3a-4a5f-bc93-eb03b14d6d12.binning_data.json,10011,62650131,2024-03-12 00:10:01.608,2024-03-12 00:10:01.608,99.0,1.0,75.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-11 23:59:59.999,b5c2b4e4-5b3a-4a5f-bc93-eb03b14d6d12,
62650131,2024-03-12 00:00:00.000,,0e87bf4e-2bda-468c-a876-ceb5a3dc1cf0.binning_data.json,10011,62650131,2024-03-12 01:22:57.398,2024-03-12 01:22:57.398,100.0,12.0,90.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-12 00:59:59.999,0e87bf4e-2bda-468c-a876-ceb5a3dc1cf0,
62650131,2024-03-12 01:00:00.000,,05e291db-c253-4388-92d1-94f8169ba468.binning_data.json,10011,62650131,2024-03-12 02:25:55.503,2024-03-12 02:25:55.503,92.0,4.0,30.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-12 01:59:59.999,05e291db-c253-4388-92d1-94f8169ba468,
62650131,2024-03-12 02:00:00.000,,c671267d-e315-427a-99cd-25e175a2e1e1.binning_data.json,10011,62650131,2024-03-12 03:04:19.290,2024-03-12 03:04:19.290,94.0,15.0,56.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-12 02:59:59.999,c671267d-e315-427a-99cd-25e175a2e1e1,
62650131,2024-03-13 17:00:00.000,,51394586-928b-4654-a634-5dbf12c699ae.binning_data.json,10011,62650131,2024-03-13 18:03:13.202,2024-03-13 18:03:13.202,100.0,3.0,74.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-13 17:59:59.999,51394586-928b-4654-a634-5dbf12c699ae,
62650131,2024-03-13 18:00:00.000,,d8520e91-3a61-47c0-b644-a660b36ec39a.binning_data.json,10011,62650131,2024-03-13 19:05:03.767,2024-03-13 19:05:03.767,100.0,2.0,40.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-13 18:59:59.999,d8520e91-3a61-47c0-b644-a660b36ec39a,
62650131,2024-03-13 19:00:00.000,,e5cfad07-d8e6-4fdd-8b06-f7cc38bfc3b7.binning_data.json,10011,62650131,2024-03-13 20:16:14.992,2024-03-13 20:16:14.992,100.0,47.0,96.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-13 19:59:59.999,e5cfad07-d8e6-4fdd-8b06-f7cc38bfc3b7,
62650131,2024-03-13 20:00:00.000,,8fb3ca43-5666-442a-9bb3-94791506ca68.binning_data.json,10011,62650131,2024-03-13 21:33:00.221,2024-03-13 21:33:00.221,100.0,2.0,83.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-13 20:59:59.999,8fb3ca43-5666-442a-9bb3-94791506ca68,
62650131,2024-03-13 21:00:00.000,,79fdd844-4c6d-4372-bff2-036494b57a34.binning_data.json,10011,62650131,2024-03-13 22:23:34.267,2024-03-13 22:23:34.267,100.0,14.0,55.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-13 21:59:59.999,79fdd844-4c6d-4372-bff2-036494b57a34,
62650131,2024-03-13 22:00:00.000,,74fc6e41-4ef2-4ea6-82e3-866ceef80ffe.binning_data.json,10011,62650131,2024-03-13 23:03:46.531,2024-03-13 23:03:46.531,100.0,12.0,70.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-13 22:59:59.999,74fc6e41-4ef2-4ea6-82e3-866ceef80ffe,
62650131,2024-03-13 23:00:00.000,,a36f9875-6c49-4d09-b67d-7f3e94dd1460.binning_data.json,10011,62650131,2024-03-14 00:05:18.226,2024-03-14 00:05:18.226,100.0,3.0,66.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-13 23:59:59.999,a36f9875-6c49-4d09-b67d-7f3e94dd1460,
62650131,2024-03-14 00:00:00.000,,f45cfb0f-83ac-442e-a807-61e4572c4021.binning_data.json,10011,62650131,2024-03-14 01:13:08.890,2024-03-14 01:13:08.890,100.0,1.0,55.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-14 00:59:59.999,f45cfb0f-83ac-442e-a807-61e4572c4021,
62650131,2024-03-14 01:00:00.000,,9054b2cc-206c-438d-9d36-b70982f7bf5a.binning_data.json,10011,62650131,2024-03-14 14:08:13.851,2024-03-14 14:08:13.851,33.0,5.0,15.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-14 01:59:59.999,9054b2cc-206c-438d-9d36-b70982f7bf5a,
62650131,2024-03-14 13:00:00.000,,50c489b2-3ff5-40f2-a97d-4767aa9252ec.binning_data.json,10011,62650131,2024-03-14 14:08:14.935,2024-03-14 14:08:14.935,100.0,100.0,100.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-14 13:59:59.999,50c489b2-3ff5-40f2-a97d-4767aa9252ec,
62650131,2024-03-14 14:00:00.000,,aa7a1f6f-6169-4f6d-804c-03a0a7a1580c.binning_data.json,10011,62650131,2024-03-14 15:03:16.683,2024-03-14 15:03:16.683,100.0,26.0,70.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-14 14:59:59.999,aa7a1f6f-6169-4f6d-804c-03a0a7a1580c,
62650131,2024-03-14 15:00:00.000,,0f1ce13e-fbd5-49a5-b334-953e97ffba25.binning_data.json,10011,62650131,2024-03-17 00:22:45.040,2024-03-17 00:22:45.040,100.0,0.0,72.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-14 15:59:59.999,0f1ce13e-fbd5-49a5-b334-953e97ffba25,
62650131,2024-03-17 00:00:00.000,,1f5170a4-98b2-412c-84b5-d7d0cb2a93de.binning_data.json,10011,62650131,2024-03-18 11:06:13.370,2024-03-18 11:06:13.370,100.0,1.0,50.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-17 00:59:59.999,1f5170a4-98b2-412c-84b5-d7d0cb2a93de,
62650131,2024-03-18 11:00:00.000,,e1177d12-a72d-43ae-9a78-5c81cf2a82dd.binning_data.json,10011,62650131,2024-03-18 12:18:52.733,2024-03-18 12:18:52.733,100.0,0.0,49.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-18 11:59:59.999,e1177d12-a72d-43ae-9a78-5c81cf2a82dd,
62650131,2024-03-18 12:00:00.000,,d8bd9b37-ce00-45fd-bc24-c87333ba9a32.binning_data.json,10011,62650131,2024-03-18 13:01:39.387,2024-03-18 13:01:39.387,100.0,14.0,63.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-18 12:59:59.999,d8bd9b37-ce00-45fd-bc24-c87333ba9a32,
62650131,2024-03-18 13:00:00.000,,07d38167-9f0e-4529-baf4-1599e31f7125.binning_data.json,10011,62650131,2024-03-18 14:09:26.550,2024-03-18 14:09:26.550,100.0,5.0,48.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-18 13:59:59.999,07d38167-9f0e-4529-baf4-1599e31f7125,
62650131,2024-03-18 14:00:00.000,,f0413282-26e6-4b6f-921e-cfea04448135.binning_data.json,10011,62650131,2024-03-18 15:06:49.200,2024-03-18 15:06:49.200,100.0,12.0,92.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-18 14:59:59.999,f0413282-26e6-4b6f-921e-cfea04448135,
62650131,2024-03-18 15:00:00.000,,2b68e2a3-bc2a-47f6-89bc-8d7052a7afee.binning_data.json,10011,62650131,2024-03-18 16:02:35.244,2024-03-18 16:02:35.244,100.0,0.0,71.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-18 15:59:59.999,2b68e2a3-bc2a-47f6-89bc-8d7052a7afee,
62650131,2024-03-18 16:00:00.000,,aa802e6b-5ab2-46e0-82f2-c22b2bc68354.binning_data.json,10011,62650131,2024-03-18 17:05:35.961,2024-03-18 17:05:35.961,99.0,2.0,46.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-18 16:59:59.999,aa802e6b-5ab2-46e0-82f2-c22b2bc68354,
62650131,2024-03-18 17:00:00.000,,bc388b46-c3bd-4fb1-91e2-f57b9314808a.binning_data.json,10011,62650131,2024-03-18 18:08:01.713,2024-03-18 18:08:01.713,100.0,0.0,45.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-18 17:59:59.999,bc388b46-c3bd-4fb1-91e2-f57b9314808a,
62650131,2024-03-18 18:00:00.000,,5e9708da-d45c-49af-b089-0c8dc0ed7ef5.binning_data.json,10011,62650131,2024-03-19 11:08:34.729,2024-03-19 11:08:34.729,99.0,2.0,35.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-18 18:59:59.999,5e9708da-d45c-49af-b089-0c8dc0ed7ef5,
62650131,2024-03-19 11:00:00.000,,4557fcbd-3544-45f6-8c0a-f983c195660c.binning_data.json,10011,62650131,2024-03-19 12:07:04.687,2024-03-19 11:33:47.447,100.0,1.0,37.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-19 11:59:59.999,4557fcbd-3544-45f6-8c0a-f983c195660c,
62650131,2024-03-19 12:00:00.000,,6ef7dff2-404f-4905-9aa0-093d7ec7196d.binning_data.json,10011,62650131,2024-03-19 13:01:42.483,2024-03-19 13:01:42.483,97.0,13.0,52.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-19 12:59:59.999,6ef7dff2-404f-4905-9aa0-093d7ec7196d,
62650131,2024-03-19 13:00:00.000,,1abda8fa-d567-437a-ab70-714561cd7632.binning_data.json,10011,62650131,2024-03-19 14:09:02.379,2024-03-19 14:09:02.379,100.0,0.0,75.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-19 13:59:59.999,1abda8fa-d567-437a-ab70-714561cd7632,
62650131,2024-03-19 14:00:00.000,,54ad7e2f-6e48-4030-9d78-b2bee87329b6.binning_data.json,10011,62650131,2024-03-19 15:13:57.328,2024-03-19 15:13:57.328,100.0,1.0,74.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-19 14:59:59.999,54ad7e2f-6e48-4030-9d78-b2bee87329b6,
62650131,2024-03-19 15:00:00.000,,139e413e-b3a9-44df-b8a1-3c44779afd8d.binning_data.json,10011,62650131,2024-03-19 16:12:28.798,2024-03-19 16:12:28.798,100.0,40.0,89.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-19 15:59:59.999,139e413e-b3a9-44df-b8a1-3c44779afd8d,
62650131,2024-03-19 16:00:00.000,,bddc6195-47e9-46d7-8c89-330e9357424a.binning_data.json,10011,62650131,2024-03-19 17:02:22.536,2024-03-19 17:02:22.536,100.0,9.0,82.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-19 16:59:59.999,bddc6195-47e9-46d7-8c89-330e9357424a,
62650131,2024-03-19 17:00:00.000,,20fce2c7-a93e-48f0-a8c6-4eb1510923b7.binning_data.json,10011,62650131,2024-03-19 18:03:58.087,2024-03-19 18:03:58.087,100.0,18.0,97.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-19 17:59:59.999,20fce2c7-a93e-48f0-a8c6-4eb1510923b7,
62650131,2024-03-19 18:00:00.000,,94ada2f7-88e3-48a8-a6b4-35d9b1f36401.binning_data.json,10011,62650131,2024-03-19 19:08:26.238,2024-03-19 18:48:58.721,100.0,0.0,51.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-19 18:59:59.999,94ada2f7-88e3-48a8-a6b4-35d9b1f36401,
62650131,2024-03-19 19:00:00.000,,f19a96ad-c818-4116-b3a5-4f15e25205a7.binning_data.json,10011,62650131,2024-03-20 11:27:59.311,2024-03-20 11:27:59.311,16.0,0.0,8.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-19 19:59:59.999,f19a96ad-c818-4116-b3a5-4f15e25205a7,
62650131,2024-03-20 11:00:00.000,,2c55d462-4a05-4af0-b206-a747baa02df6.binning_data.json,10011,62650131,2024-03-20 12:07:46.831,2024-03-20 12:07:46.831,85.0,0.0,24.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 11:59:59.999,2c55d462-4a05-4af0-b206-a747baa02df6,
62650131,2024-03-20 12:00:00.000,,e9e63aef-d4bc-4715-b9dc-b02533ebf7e1.binning_data.json,10011,62650131,2024-03-20 13:02:35.547,2024-03-20 13:02:35.547,100.0,7.0,48.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 12:59:59.999,e9e63aef-d4bc-4715-b9dc-b02533ebf7e1,
62650131,2024-03-20 13:00:00.000,,0efc4f0a-1ac0-4ef6-9a4c-49593333fc84.binning_data.json,10011,62650131,2024-03-20 14:06:49.359,2024-03-20 14:06:49.359,100.0,4.0,32.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 13:59:59.999,0efc4f0a-1ac0-4ef6-9a4c-49593333fc84,
62650131,2024-03-20 14:00:00.000,,dedb1cf0-f255-4211-9d23-58f7631f4d00.binning_data.json,10011,62650131,2024-03-20 15:16:09.825,2024-03-20 15:16:09.825,100.0,0.0,65.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 14:59:59.999,dedb1cf0-f255-4211-9d23-58f7631f4d00,
62650131,2024-03-20 15:00:00.000,,39d80f99-2a90-4596-8966-cd422e222807.binning_data.json,10011,62650131,2024-03-20 16:03:10.349,2024-03-20 16:03:10.349,100.0,8.0,64.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 15:59:59.999,39d80f99-2a90-4596-8966-cd422e222807,
62650131,2024-03-20 16:00:00.000,,25142675-e3bf-4ea8-abbe-14aae6281b3e.binning_data.json,10011,62650131,2024-03-20 17:05:27.202,2024-03-20 17:05:27.202,100.0,4.0,35.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 16:59:59.999,25142675-e3bf-4ea8-abbe-14aae6281b3e,
62650131,2024-03-20 17:00:00.000,,fdf5f144-3357-4c6d-a3e4-f1f7cb2c5b67.binning_data.json,10011,62650131,2024-03-20 18:06:08.007,2024-03-20 18:06:08.007,100.0,6.0,60.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 17:59:59.999,fdf5f144-3357-4c6d-a3e4-f1f7cb2c5b67,
62650131,2024-03-20 18:00:00.000,,555c9d46-0a37-4fd5-a4ea-e2a84ff36fa9.binning_data.json,10011,62650131,2024-03-20 19:04:31.677,2024-03-20 19:04:31.677,100.0,2.0,65.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 18:59:59.999,555c9d46-0a37-4fd5-a4ea-e2a84ff36fa9,
62650131,2024-03-20 19:00:00.000,,7612c922-626a-4b39-857c-976f664cb27a.binning_data.json,10011,62650131,2024-03-20 20:05:50.653,2024-03-20 20:05:50.653,100.0,8.0,77.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 19:59:59.999,7612c922-626a-4b39-857c-976f664cb27a,
62650131,2024-03-20 20:00:00.000,,3579dbbb-53fd-4bd4-9913-d85ce12423fe.binning_data.json,10011,62650131,2024-03-20 21:15:47.038,2024-03-20 21:15:47.038,100.0,100.0,100.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 20:59:59.999,3579dbbb-53fd-4bd4-9913-d85ce12423fe,
62650131,2024-03-20 21:00:00.000,,a75f3668-daf8-4f9f-9bd6-980205812209.binning_data.json,10011,62650131,2024-03-20 22:05:59.259,2024-03-20 22:05:59.259,100.0,0.0,49.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 21:59:59.999,a75f3668-daf8-4f9f-9bd6-980205812209,
62650131,2024-03-20 22:00:00.000,,80c128cc-0077-4e03-848e-3c39c7e80db1.binning_data.json,10011,62650131,2024-03-20 23:25:01.395,2024-03-20 23:25:01.395,100.0,2.0,80.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 22:59:59.999,80c128cc-0077-4e03-848e-3c39c7e80db1,
62650131,2024-03-20 23:00:00.000,,87fccd14-af25-46c4-b0f0-0654a9a810b8.binning_data.json,10011,62650131,2024-03-21 00:43:12.755,2024-03-21 00:43:12.755,91.0,0.0,24.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-20 23:59:59.999,87fccd14-af25-46c4-b0f0-0654a9a810b8,
62650131,2024-03-21 00:00:00.000,,61a94587-61c6-46e2-913e-0490174d89b8.binning_data.json,10011,62650131,2024-03-21 01:09:40.414,2024-03-21 01:09:40.414,53.0,17.0,38.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-21 00:59:59.999,61a94587-61c6-46e2-913e-0490174d89b8,
62650131,2024-03-21 01:00:00.000,,ae5420ec-41b8-419d-b882-a95b8ce184bb.binning_data.json,10011,62650131,2024-03-21 02:09:08.177,2024-03-21 02:09:08.177,35.0,0.0,18.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-21 01:59:59.999,ae5420ec-41b8-419d-b882-a95b8ce184bb,
62650131,2024-03-21 02:00:00.000,,c7128d40-9ff9-44ac-8384-243107882272.binning_data.json,10011,62650131,2024-03-21 03:27:38.285,2024-03-21 03:27:38.285,100.0,8.0,41.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-21 02:59:59.999,c7128d40-9ff9-44ac-8384-243107882272,
62650131,2024-03-21 03:00:00.000,,df20b3a5-f57f-4a87-8a62-1bf6ae2c143e.binning_data.json,10011,62650131,2024-03-21 04:11:31.509,2024-03-21 04:11:31.509,94.0,8.0,48.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-21 03:59:59.999,df20b3a5-f57f-4a87-8a62-1bf6ae2c143e,
62650131,2024-03-21 04:00:00.000,,cd62fa5c-1592-4d31-9e00-41ba8a0d06ee.binning_data.json,10011,62650131,2024-03-22 08:57:00.808,2024-03-22 08:57:00.808,96.0,17.0,50.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-21 04:59:59.999,cd62fa5c-1592-4d31-9e00-41ba8a0d06ee,
62650131,2024-03-22 08:00:00.000,,6fda8817-4468-44c4-ac63-8511a4d25137.binning_data.json,10011,62650131,2024-03-22 09:01:22.580,2024-03-22 09:01:22.580,100.0,99.0,99.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-22 08:59:59.999,6fda8817-4468-44c4-ac63-8511a4d25137,
62650131,2024-03-22 09:00:00.000,,47c1f340-0748-4324-800c-ac95c8380a7d.binning_data.json,10011,62650131,2024-03-22 10:27:01.853,2024-03-22 10:27:01.853,100.0,65.0,95.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-22 09:59:59.999,47c1f340-0748-4324-800c-ac95c8380a7d,
62650131,2024-03-22 10:00:00.000,,867ee0e6-707f-45c4-ab90-f2be6105170a.binning_data.json,10011,62650131,2024-03-22 11:01:01.069,2024-03-22 11:01:01.069,100.0,98.0,99.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-22 10:59:59.999,867ee0e6-707f-45c4-ab90-f2be6105170a,
62650131,2024-03-22 11:00:00.000,,ff72f53d-6587-4527-a4e4-a3ba38f084b6.binning_data.json,10011,62650131,2024-03-22 12:35:56.504,2024-03-22 12:35:56.504,100.0,11.0,55.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-22 11:59:59.999,ff72f53d-6587-4527-a4e4-a3ba38f084b6,
62650131,2024-03-22 12:00:00.000,,73ddd005-87ba-4202-a8e2-f2a6068fb0ba.binning_data.json,10011,62650131,2024-03-22 14:15:28.042,2024-03-22 14:15:28.042,80.0,15.0,40.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-22 12:59:59.999,73ddd005-87ba-4202-a8e2-f2a6068fb0ba,
62650131,2024-03-22 14:00:00.000,,73dc9782-d3bb-4cad-9b6e-431c67f117d5.binning_data.json,10011,62650131,2024-03-22 15:12:24.960,2024-03-22 15:12:24.960,91.0,0.0,30.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-22 14:59:59.999,73dc9782-d3bb-4cad-9b6e-431c67f117d5,
62650131,2024-03-22 15:00:00.000,,6939ef64-c06a-48d6-b854-1be4da8c29a6.binning_data.json,10011,62650131,2024-03-22 16:19:35.890,2024-03-22 16:19:35.890,100.0,5.0,62.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-22 15:59:59.999,6939ef64-c06a-48d6-b854-1be4da8c29a6,
62650131,2024-03-22 16:00:00.000,,38ea084c-5460-42a9-bdce-32e94b05ea2d.binning_data.json,10011,62650131,2024-03-22 17:25:37.143,2024-03-22 16:49:06.789,99.0,3.0,70.0,,UTC-0400,PZSgGx/3oA,,com.sec.android.app.shealth,2024-03-22 16:59:59.999,38ea084c-5460-42a9-bdce-32e94b05ea2d,
