com.samsung.shealth.sleep_goal,6272009,4
create_sh_ver,modify_sh_ver,update_time,create_time,sleep_time,wake_up_time,deviceuuid,pkg_name,bed_time,set_time,datauuid
,,2021-04-07 03:54:40.996,2021-04-07 03:54:40.996,-57600000,23400000,5vLahzXBCy,com.sec.android.app.clockpackage,81000000,2021-04-07 03:54:40.991,3716dd74-f929-43b6-bb92-7678545d52d4,
