com.samsung.shealth.social.public_challenge.extra,6272009,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-10-25 14:39:37.354,2021-10-25 14:39:37.354,2,{"uiViewStatusItemList":[]},5vLahzXBCy,com.sec.android.app.shealth,257dcf31-0f26-491b-bc34-f6b8b67238e5,
