com.samsung.shealth.tracker.heart_rate,6272009,3
source,tag_id,com.samsung.health.heart_rate.create_sh_ver,com.samsung.health.heart_rate.heart_beat_count,com.samsung.health.heart_rate.start_time,com.samsung.health.heart_rate.custom,com.samsung.health.heart_rate.binning_data,com.samsung.health.heart_rate.modify_sh_ver,com.samsung.health.heart_rate.update_time,com.samsung.health.heart_rate.create_time,com.samsung.health.heart_rate.max,com.samsung.health.heart_rate.min,com.samsung.health.heart_rate.time_offset,com.samsung.health.heart_rate.deviceuuid,com.samsung.health.heart_rate.comment,com.samsung.health.heart_rate.pkg_name,com.samsung.health.heart_rate.end_time,com.samsung.health.heart_rate.datauuid,com.samsung.health.heart_rate.heart_rate
,21313,62610110,1,2024-01-30 08:00:00.000,,25bc141e-ac7a-4b9f-a397-74e7b3d45507.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-30 09:11:49.504,2024-01-30 08:13:09.792,89.0,57.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-30 08:59:59.999,25bc141e-ac7a-4b9f-a397-74e7b3d45507,74.0,
,21313,62610110,1,2024-01-30 09:00:00.000,,e3e1f7b1-27da-4ebe-8c28-423265dea74c.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-30 10:12:00.578,2024-01-30 09:11:50.110,95.0,54.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-30 09:59:59.999,e3e1f7b1-27da-4ebe-8c28-423265dea74c,73.0,
,21313,62610110,1,2024-01-30 10:00:00.000,,a93a464e-c9af-45f2-a847-d2e406d422fa.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-30 11:10:03.800,2024-01-30 10:12:00.909,92.0,58.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-30 10:59:59.999,a93a464e-c9af-45f2-a847-d2e406d422fa,75.0,
,21313,62610110,1,2024-01-30 11:00:00.000,,e25a1e8b-f25e-4c7e-a594-9008645248b1.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-30 12:09:32.824,2024-01-30 11:10:04.275,108.0,53.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-30 11:59:59.999,e25a1e8b-f25e-4c7e-a594-9008645248b1,76.0,
,21313,62610110,1,2024-01-30 12:00:00.000,,bc2be28f-9be0-4a71-9ef9-946a29a3837b.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-30 13:03:10.015,2024-01-30 12:09:33.228,158.0,72.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-30 12:59:59.999,bc2be28f-9be0-4a71-9ef9-946a29a3837b,101.0,
,21313,62610110,1,2024-01-30 13:00:00.000,,138cc530-9d67-4340-ba4c-7481b655ff5b.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-30 14:05:59.268,2024-01-30 13:03:10.364,108.0,52.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-30 13:59:59.999,138cc530-9d67-4340-ba4c-7481b655ff5b,91.0,
,21313,62610110,1,2024-01-30 14:00:00.000,,63d7124e-8b8f-4dce-955d-1dfe06d38b18.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-30 15:01:07.509,2024-01-30 14:05:59.961,109.0,85.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-30 14:59:59.999,63d7124e-8b8f-4dce-955d-1dfe06d38b18,97.0,
,21313,62610110,1,2024-01-30 15:00:00.000,,48196f21-2224-4c37-ac52-9d525bbb875c.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-30 16:10:00.222,2024-01-30 15:01:07.832,120.0,80.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-30 15:59:59.999,48196f21-2224-4c37-ac52-9d525bbb875c,99.0,
,21313,62610110,1,2024-01-30 16:00:00.000,,8941f6ef-7b0b-472e-95ee-3bf5e497e995.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-30 17:01:01.287,2024-01-30 16:11:10.848,145.0,60.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-30 16:59:59.999,8941f6ef-7b0b-472e-95ee-3bf5e497e995,92.0,
,21313,62610110,1,2024-01-30 17:00:00.000,,fa1d6213-7dcc-445f-95e7-b096b73d8f5b.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-31 01:12:17.653,2024-01-30 17:01:01.650,102.0,79.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-30 17:59:59.999,fa1d6213-7dcc-445f-95e7-b096b73d8f5b,88.0,
,21313,62610110,1,2024-01-31 01:00:00.000,,ab143f11-74c0-4e71-be1d-787ba6b4d846.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-31 02:02:44.062,2024-01-31 01:12:18.909,111.0,77.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 01:59:59.999,ab143f11-74c0-4e71-be1d-787ba6b4d846,93.0,
,21313,62610110,1,2024-01-31 02:00:00.000,,4a3c84fc-77ce-4de0-91d8-976a3caaa564.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-31 03:03:32.338,2024-01-31 02:02:44.297,99.0,75.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 02:59:59.999,4a3c84fc-77ce-4de0-91d8-976a3caaa564,86.0,
,21313,62610110,1,2024-01-31 03:00:00.000,,704ffb08-2463-4023-aac9-ff2366957042.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-31 04:13:00.503,2024-01-31 03:03:32.936,124.0,72.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 03:59:59.999,704ffb08-2463-4023-aac9-ff2366957042,92.0,
,21313,62610110,1,2024-01-31 04:00:00.000,,f68f65e7-0e58-4179-b4c6-c8a278d386ac.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-31 05:00:01.544,2024-01-31 04:13:00.809,107.0,60.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 04:59:59.999,f68f65e7-0e58-4179-b4c6-c8a278d386ac,88.0,
,21313,62610110,1,2024-01-31 05:00:00.000,,0b194c90-b57e-4bc1-be3f-d5214c59d6b8.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-31 06:02:42.834,2024-01-31 06:02:42.834,117.0,72.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 05:59:59.999,0b194c90-b57e-4bc1-be3f-d5214c59d6b8,90.0,
,21313,62610110,1,2024-01-31 06:00:00.000,,8edec563-b42e-4aa3-b96d-39c8b74291e9.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-31 07:02:36.983,2024-01-31 06:03:10.765,108.0,61.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 06:59:59.999,8edec563-b42e-4aa3-b96d-39c8b74291e9,87.0,
,21313,62610110,1,2024-01-31 07:00:00.000,,5aec7403-9ab1-4266-8af4-1316f0160f2e.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-31 08:16:01.633,2024-01-31 07:02:37.256,102.0,67.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 07:59:59.999,5aec7403-9ab1-4266-8af4-1316f0160f2e,87.0,
,21313,62610110,1,2024-01-31 08:00:00.000,,a37b87f0-3984-4bc9-9ce4-fe9d05db6c6a.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-31 09:09:57.994,2024-01-31 08:16:02.486,101.0,61.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 08:59:59.999,a37b87f0-3984-4bc9-9ce4-fe9d05db6c6a,86.0,
,21313,62610110,1,2024-01-31 09:00:00.000,,dee31be9-4d45-40b0-a9cf-9977fa8817b1.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-31 10:01:38.482,2024-01-31 09:10:13.239,110.0,61.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 09:59:59.999,dee31be9-4d45-40b0-a9cf-9977fa8817b1,83.0,
,21316,62610110,1,2024-01-31 10:07:57.351,,,62610110,2024-02-01 01:20:26.191,2024-01-31 10:10:45.030,,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 10:07:57.351,2c6b7dfe-9272-4929-a787-ce40a5c67010,65.0,
,21313,62610110,1,2024-01-31 10:00:00.000,,5b6fe1a7-bcbb-4034-806f-f92786a9a1b5.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-31 23:03:01.580,2024-01-31 10:01:38.804,88.0,54.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 10:59:59.999,5b6fe1a7-bcbb-4034-806f-f92786a9a1b5,70.0,
,21313,62610110,1,2024-01-31 22:00:00.000,,045e85c4-cbfa-4c75-b6cb-e7ea19a3498a.com.samsung.health.heart_rate.binning_data.json,62610110,2024-01-31 23:03:02.185,2024-01-31 23:03:02.185,100.0,84.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 22:59:59.999,045e85c4-cbfa-4c75-b6cb-e7ea19a3498a,90.0,
,21313,62610110,1,2024-01-31 23:00:00.000,,9f249102-b95d-4251-8aca-c8ac176cffb8.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 00:01:18.864,2024-01-31 23:03:03.235,119.0,78.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-01-31 23:59:59.999,9f249102-b95d-4251-8aca-c8ac176cffb8,94.0,
,21313,62610110,1,2024-02-01 00:00:00.000,,f297a518-d0f8-4490-abf3-89220e954821.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 01:05:45.390,2024-02-01 00:48:27.460,104.0,58.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 00:59:59.999,f297a518-d0f8-4490-abf3-89220e954821,79.0,
,21313,62610110,1,2024-02-01 01:00:00.000,,efda7969-c126-4bbe-a30c-26c5ceb0c315.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 02:11:07.106,2024-02-01 01:05:45.586,88.0,60.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 01:59:59.999,efda7969-c126-4bbe-a30c-26c5ceb0c315,75.0,
,21313,62610110,1,2024-02-01 02:00:00.000,,7c28cdf3-20eb-4121-a200-2f491470228e.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 03:01:22.618,2024-02-01 02:11:07.532,85.0,56.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 02:59:59.999,7c28cdf3-20eb-4121-a200-2f491470228e,71.0,
,21313,62610110,1,2024-02-01 03:00:00.000,,b6ee54ea-d13e-46cb-b561-3790abdf7ff9.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 04:02:38.588,2024-02-01 03:01:22.985,128.0,68.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 03:59:59.999,b6ee54ea-d13e-46cb-b561-3790abdf7ff9,89.0,
,21313,62610110,1,2024-02-01 04:00:00.000,,da767bcc-ab97-48e8-8afd-d4344151ae63.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 05:00:01.278,2024-02-01 04:02:38.825,119.0,72.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 04:59:59.999,da767bcc-ab97-48e8-8afd-d4344151ae63,97.0,
,21313,62610110,1,2024-02-01 05:00:00.000,,76db8431-4625-456d-aa0f-8b14b3e27594.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 06:33:54.707,2024-02-01 06:33:54.707,109.0,82.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 05:59:59.999,76db8431-4625-456d-aa0f-8b14b3e27594,92.0,
,21313,62610110,1,2024-02-01 06:00:00.000,,cf3dbc2d-a0f1-4f79-989f-2e040f52041a.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 07:11:48.717,2024-02-01 06:33:54.923,105.0,67.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 06:59:59.999,cf3dbc2d-a0f1-4f79-989f-2e040f52041a,85.0,
,21313,62610110,1,2024-02-01 07:00:00.000,,0b6b1167-4f6f-439c-b28e-5f5b31e67356.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 08:13:32.937,2024-02-01 07:12:36.705,99.0,62.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 07:59:59.999,0b6b1167-4f6f-439c-b28e-5f5b31e67356,80.0,
,21313,62610110,1,2024-02-01 08:00:00.000,,9623ef1f-d2d4-4f69-afd1-1ff27b0cf192.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 09:03:07.110,2024-02-01 08:13:33.156,111.0,53.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 08:59:59.999,9623ef1f-d2d4-4f69-afd1-1ff27b0cf192,79.0,
,21313,62610110,1,2024-02-01 09:00:00.000,,bff0673a-e422-44a3-bc54-d92aa9cff94f.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 20:21:03.110,2024-02-01 09:03:07.301,99.0,66.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 09:59:59.999,bff0673a-e422-44a3-bc54-d92aa9cff94f,83.0,
,21313,62610110,1,2024-02-01 20:00:00.000,,03599a7e-913f-49a9-adff-163613c7cf5b.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 21:10:33.136,2024-02-01 20:21:03.321,123.0,71.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 20:59:59.999,03599a7e-913f-49a9-adff-163613c7cf5b,92.0,
,21313,62610110,1,2024-02-01 21:00:00.000,,ae0d4510-8976-4bd4-b7e6-8bd6d311e80c.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 22:01:33.949,2024-02-01 21:10:33.489,134.0,81.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 21:59:59.999,ae0d4510-8976-4bd4-b7e6-8bd6d311e80c,105.0,
,21313,62610110,1,2024-02-01 22:00:00.000,,4903f409-641c-41ba-953a-92cbf829c564.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-01 23:03:00.322,2024-02-01 22:01:34.268,133.0,82.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 22:59:59.999,4903f409-641c-41ba-953a-92cbf829c564,100.0,
,21313,62610110,1,2024-02-01 23:00:00.000,,219043e6-2657-40ce-ab6a-243bb0c20d83.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 00:14:25.567,2024-02-01 23:03:00.812,125.0,80.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-01 23:59:59.999,219043e6-2657-40ce-ab6a-243bb0c20d83,100.0,
,21316,62610110,1,2024-02-02 00:52:27.250,,,62610110,2024-02-02 00:55:00.744,2024-02-02 00:55:00.744,,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 00:52:27.250,5a53421f-daf8-4742-ad55-1a1e1da94545,69.0,
,21313,62610110,1,2024-02-02 00:00:00.000,,61324dca-f4e2-42c7-afd9-4561e1f1069d.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 01:03:54.221,2024-02-02 00:14:25.767,99.0,58.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 00:59:59.999,61324dca-f4e2-42c7-afd9-4561e1f1069d,83.0,
,21313,62610110,1,2024-02-02 01:00:00.000,,b13ea188-793a-4c2d-b257-fe78073f9a8e.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 02:15:00.489,2024-02-02 01:03:54.473,105.0,57.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 01:59:59.999,b13ea188-793a-4c2d-b257-fe78073f9a8e,72.0,
,21313,62610110,1,2024-02-02 02:00:00.000,,66f89955-4b27-46e3-982b-5adb55fc5aaf.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 03:14:59.863,2024-02-02 02:17:54.397,81.0,60.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 02:59:59.999,66f89955-4b27-46e3-982b-5adb55fc5aaf,70.0,
,21313,62610110,1,2024-02-02 03:00:00.000,,99f764b9-b79b-4dd4-a02c-2dfedf4daf84.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 04:12:32.011,2024-02-02 03:19:04.652,81.0,58.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 03:59:59.999,99f764b9-b79b-4dd4-a02c-2dfedf4daf84,71.0,
,21313,62610110,1,2024-02-02 04:00:00.000,,4c8e40c6-13dd-486b-b7af-18bcc47b81eb.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 05:56:14.312,2024-02-02 04:12:32.583,118.0,65.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 04:59:59.999,4c8e40c6-13dd-486b-b7af-18bcc47b81eb,100.0,
,21313,62610110,1,2024-02-02 05:00:00.000,,705c4f9b-dce2-4410-8813-84502909858f.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 06:01:49.729,2024-02-02 05:56:14.516,104.0,42.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 05:59:59.999,705c4f9b-dce2-4410-8813-84502909858f,79.0,
,21313,62610110,1,2024-02-02 06:00:00.000,,3224edf1-0f84-4deb-90f3-5998e3d953d2.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 07:01:44.258,2024-02-02 06:01:49.844,122.0,71.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 06:59:59.999,3224edf1-0f84-4deb-90f3-5998e3d953d2,99.0,
,21313,62610110,1,2024-02-02 07:00:00.000,,56fe1c06-5434-4cc4-bce4-930fd88d9d05.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 08:12:07.862,2024-02-02 07:01:44.441,113.0,67.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 07:59:59.999,56fe1c06-5434-4cc4-bce4-930fd88d9d05,91.0,
,21313,62610110,1,2024-02-02 08:00:00.000,,66e446b8-c8c1-47f4-bc72-937835716e57.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 09:10:02.884,2024-02-02 08:12:08.538,107.0,66.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 08:59:59.999,66e446b8-c8c1-47f4-bc72-937835716e57,88.0,
,21313,62610110,1,2024-02-02 09:00:00.000,,0371b22c-9df5-4ca2-97c6-9b3b1420688a.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 10:06:54.337,2024-02-02 09:10:03.274,107.0,84.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 09:59:59.999,0371b22c-9df5-4ca2-97c6-9b3b1420688a,94.0,
,21313,62610110,1,2024-02-02 10:00:00.000,,937ea8f7-bf76-4e10-9149-c76ab3823ebd.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 11:01:27.465,2024-02-02 10:06:54.635,120.0,73.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 10:59:59.999,937ea8f7-bf76-4e10-9149-c76ab3823ebd,92.0,
,21313,62610110,1,2024-02-02 11:00:00.000,,35b89f5b-9e56-4e72-9e5c-f93290587812.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 12:04:41.731,2024-02-02 11:01:30.617,93.0,73.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 11:59:59.999,35b89f5b-9e56-4e72-9e5c-f93290587812,84.0,
,21313,62610110,1,2024-02-02 12:00:00.000,,e1adc6fa-7480-4aab-8f4a-19369233d2a0.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-02 23:28:43.701,2024-02-02 12:04:42.585,99.0,69.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 12:59:59.999,e1adc6fa-7480-4aab-8f4a-19369233d2a0,80.0,
,21313,62610110,1,2024-02-02 23:00:00.000,,23672670-c417-40b5-97f2-567dd4fa476c.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 00:01:21.347,2024-02-02 23:28:43.866,116.0,63.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-02 23:59:59.999,23672670-c417-40b5-97f2-567dd4fa476c,95.0,
,21313,62610110,1,2024-02-03 00:00:00.000,,5365c259-8a31-4895-8ddb-3e8c839bf8d6.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 01:03:38.868,2024-02-03 00:01:21.493,115.0,65.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 00:59:59.999,5365c259-8a31-4895-8ddb-3e8c839bf8d6,96.0,
,21313,62610110,1,2024-02-03 01:00:00.000,,a3922ced-ceb9-412f-b1c7-8e8c4ce68259.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 02:12:10.314,2024-02-03 01:03:39.906,117.0,67.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 01:59:59.999,a3922ced-ceb9-412f-b1c7-8e8c4ce68259,84.0,
,21313,62610110,1,2024-02-03 02:00:00.000,,f8501f50-af82-4fe9-9a82-5f10985ec141.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 03:12:14.327,2024-02-03 02:12:11.014,99.0,56.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 02:59:59.999,f8501f50-af82-4fe9-9a82-5f10985ec141,80.0,
,21313,62610110,1,2024-02-03 03:00:00.000,,ff708dc7-97ff-42f9-b1da-25d8ac087ae8.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 04:02:42.971,2024-02-03 03:12:14.774,108.0,65.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 03:59:59.999,ff708dc7-97ff-42f9-b1da-25d8ac087ae8,83.0,
,21313,62610110,1,2024-02-03 04:00:00.000,,0f7026cc-0b56-4c4c-974e-d5264e01599e.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 05:00:01.452,2024-02-03 04:02:43.156,124.0,66.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 04:59:59.999,0f7026cc-0b56-4c4c-974e-d5264e01599e,90.0,
,21313,62610110,1,2024-02-03 05:00:00.000,,113ebd17-9108-4468-8117-c9c75c91a6a4.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 06:03:23.388,2024-02-03 06:03:23.388,104.0,74.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 05:59:59.999,113ebd17-9108-4468-8117-c9c75c91a6a4,90.0,
,21313,62610110,1,2024-02-03 06:00:00.000,,d90d4bf2-bc63-4d84-ac6a-ce85967c1ca4.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 07:13:40.517,2024-02-03 07:13:40.517,112.0,70.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 06:59:59.999,d90d4bf2-bc63-4d84-ac6a-ce85967c1ca4,90.0,
,21313,62610110,1,2024-02-03 07:00:00.000,,aa192d16-33f8-460a-bf4f-c4f21d5720d1.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 08:14:36.210,2024-02-03 07:15:00.916,104.0,73.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 07:59:59.999,aa192d16-33f8-460a-bf4f-c4f21d5720d1,89.0,
,21313,62610110,1,2024-02-03 08:00:00.000,,c4604f8a-f630-4e6a-87c4-0a741b8fcc7c.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 09:14:16.482,2024-02-03 08:14:36.591,99.0,56.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 08:59:59.999,c4604f8a-f630-4e6a-87c4-0a741b8fcc7c,89.0,
,21313,62610110,1,2024-02-03 09:00:00.000,,3718e91d-2463-4760-8485-b0a7efc977a9.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 10:13:52.891,2024-02-03 09:14:16.732,105.0,60.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 09:59:59.999,3718e91d-2463-4760-8485-b0a7efc977a9,89.0,
,21313,62610110,1,2024-02-03 10:00:00.000,,649e9213-ae20-4d32-bc1b-b875242af28f.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 11:01:27.273,2024-02-03 10:13:53.153,109.0,63.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 10:59:59.999,649e9213-ae20-4d32-bc1b-b875242af28f,87.0,
,21313,62610110,1,2024-02-03 11:00:00.000,,1adfa6bc-60c7-4005-8612-a90843309ab8.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 12:12:35.561,2024-02-03 11:01:27.452,107.0,50.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 11:59:59.999,1adfa6bc-60c7-4005-8612-a90843309ab8,76.0,
,21313,62610110,1,2024-02-03 12:00:00.000,,bc8835bd-3576-496b-b5d2-487307cd1df7.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 13:07:50.611,2024-02-03 12:12:35.952,91.0,59.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 12:59:59.999,bc8835bd-3576-496b-b5d2-487307cd1df7,77.0,
,21313,62610110,1,2024-02-03 13:00:00.000,,6bc079b1-694d-4dd1-93ac-94a848015164.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 14:07:25.908,2024-02-03 13:07:51.877,86.0,52.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 13:59:59.999,6bc079b1-694d-4dd1-93ac-94a848015164,70.0,
,21313,62610110,1,2024-02-03 14:00:00.000,,0e362ed1-d29c-4017-8050-3653a6815c71.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 15:10:37.878,2024-02-03 14:07:26.608,90.0,55.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 14:59:59.999,0e362ed1-d29c-4017-8050-3653a6815c71,72.0,
,21316,62610110,1,2024-02-03 14:13:15.162,,,62610110,2024-02-04 01:47:11.475,2024-02-03 14:33:52.822,,,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 14:13:15.162,7f640aa1-64ea-4cd4-b595-618cb1218065,72.0,
,21313,62610110,1,2024-02-03 15:00:00.000,,52f0b7b4-bb8e-465a-8229-c98cb1182f07.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 16:10:28.787,2024-02-03 15:10:38.221,97.0,55.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 15:59:59.999,52f0b7b4-bb8e-465a-8229-c98cb1182f07,73.0,
,21313,62610110,1,2024-02-03 16:00:00.000,,418af7fc-45f7-4847-9c02-e91bee7a5262.com.samsung.health.heart_rate.binning_data.json,62610110,2024-02-03 17:01:25.745,2024-02-03 16:10:29.018,99.0,53.0,UTC-0500,PZSgGx/3oA,,com.sec.android.app.shealth,2024-02-03 16:59:59.999,418af7fc-45f7-4847-9c02-e91bee7a5262,82.0,
