com.samsung.shealth.permission,6272009,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,1,2020-12-08 18:26:46.185,2020-12-08 18:26:46.128,data,,5vLahzXBCy,com.sec.android.app.shealth,sync,1,fe8d7811-3dd5-4259-1125-63dba5b948d8,fe8d7811-3dd5-4259-1125-63dba5b948d8.optionals.json,
