com.samsung.shealth.step_daily_trend,6272009,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
7f425db3-b398-4aee-afa2-d5e17ec47ed1.binning_data.json,2021-01-10 03:16:56.424,2021-01-09 08:25:17.238,com.sec.android.app.shealth,-2,480,1.1743739,351.3,17.8,VfS0qUERdZ,com.sec.android.app.shealth,7f425db3-b398-4aee-afa2-d5e17ec47ed1,1610150400000,
1588efe6-c5be-46ba-9fcc-d41c98c8d532.binning_data.json,2021-01-10 05:00:01.381,2021-01-10 05:00:01.381,com.sec.android.app.shealth,0,480,1.1743739,351.3,17.8,5vLahzXBCy,com.sec.android.app.shealth,1588efe6-c5be-46ba-9fcc-d41c98c8d532,1610150400000,
5392bb4b-2b20-4874-ae10-604964433466.binning_data.json,2021-01-11 04:21:15.843,2021-01-10 15:50:21.561,com.sec.android.app.shealth,-2,324,1.230555,240.45001,11.67,VfS0qUERdZ,com.sec.android.app.shealth,5392bb4b-2b20-4874-ae10-604964433466,1610236800000,
ad2c281c-8990-4d1a-8787-c98c0818d990.binning_data.json,2021-01-11 05:00:02.422,2021-01-11 05:00:02.422,com.sec.android.app.shealth,0,324,1.230555,240.45001,11.67,5vLahzXBCy,com.sec.android.app.shealth,ad2c281c-8990-4d1a-8787-c98c0818d990,1610236800000,
62126865-d0d1-4718-a3af-2eb8be48de5e.binning_data.json,2021-01-12 06:03:23.257,2021-01-11 05:08:13.487,com.sec.android.app.shealth,-2,785,1.2217486,578.94,29.509998,VfS0qUERdZ,com.sec.android.app.shealth,62126865-d0d1-4718-a3af-2eb8be48de5e,1610323200000,
40b57905-9b78-44bd-95a8-c50e75952e3f.binning_data.json,2021-01-12 06:03:22.774,2021-01-12 06:03:22.774,com.sec.android.app.shealth,0,785,1.2217486,578.94,29.509998,5vLahzXBCy,com.sec.android.app.shealth,40b57905-9b78-44bd-95a8-c50e75952e3f,1610323200000,
cd426dae-1f04-427f-81bf-6170c0b889b7.binning_data.json,2021-01-13 00:05:15.087,2021-01-12 12:31:38.800,com.sec.android.app.shealth,-2,913,1.2276483,677.44,33.53,VfS0qUERdZ,com.sec.android.app.shealth,cd426dae-1f04-427f-81bf-6170c0b889b7,1610409600000,
2b887712-18b8-4d85-8790-e500901db7cf.binning_data.json,2021-01-13 06:04:55.530,2021-01-13 06:04:55.530,com.sec.android.app.shealth,0,913,1.2276483,677.44,33.53,5vLahzXBCy,com.sec.android.app.shealth,2b887712-18b8-4d85-8790-e500901db7cf,1610409600000,
b1dde67a-e1aa-4360-85c8-0c3692da265f.binning_data.json,2021-01-14 03:26:34.951,2021-01-13 14:07:34.904,com.sec.android.app.shealth,-2,776,1.2566683,585.91,28.98,VfS0qUERdZ,com.sec.android.app.shealth,b1dde67a-e1aa-4360-85c8-0c3692da265f,1610496000000,
6f524b1a-e3b4-4bf5-8794-9e63953a451d.binning_data.json,2021-01-14 05:00:01.704,2021-01-14 05:00:01.704,com.sec.android.app.shealth,0,776,1.2566683,585.91,28.98,5vLahzXBCy,com.sec.android.app.shealth,6f524b1a-e3b4-4bf5-8794-9e63953a451d,1610496000000,
75c55ffb-9745-4074-8dc3-276c06672786.binning_data.json,2021-01-15 02:19:31.866,2021-01-14 12:41:16.892,com.sec.android.app.shealth,-2,643,1.2023349,473.33,23.25,VfS0qUERdZ,com.sec.android.app.shealth,75c55ffb-9745-4074-8dc3-276c06672786,1610582400000,
86c195ab-250d-4f1a-b23e-dfd9f68cfeda.binning_data.json,2021-01-15 05:00:01.606,2021-01-15 05:00:01.606,com.sec.android.app.shealth,0,643,1.2023349,473.33,23.25,5vLahzXBCy,com.sec.android.app.shealth,86c195ab-250d-4f1a-b23e-dfd9f68cfeda,1610582400000,
bab5a98d-b981-4ff6-8651-b265f0796277.binning_data.json,2021-01-16 04:11:19.339,2021-01-15 05:43:02.771,com.sec.android.app.shealth,-2,401,1.2173936,295.38998,14.83,VfS0qUERdZ,com.sec.android.app.shealth,bab5a98d-b981-4ff6-8651-b265f0796277,1610668800000,
a2e80ff6-c946-45ea-936a-ae74eda5b291.binning_data.json,2021-01-16 05:00:00.958,2021-01-16 05:00:00.958,com.sec.android.app.shealth,0,401,1.2173936,295.38998,14.83,5vLahzXBCy,com.sec.android.app.shealth,a2e80ff6-c946-45ea-936a-ae74eda5b291,1610668800000,
04d45d96-c5be-4483-9d0e-823ad79dce0c.binning_data.json,2021-01-17 00:50:38.606,2021-01-16 05:50:12.785,com.sec.android.app.shealth,-2,560,1.2377648,415.65,19.92,VfS0qUERdZ,com.sec.android.app.shealth,04d45d96-c5be-4483-9d0e-823ad79dce0c,1610755200000,
4691cb3b-9dc2-446a-b1b5-858460b8197a.binning_data.json,2021-01-17 05:17:19.691,2021-01-17 05:17:19.691,com.sec.android.app.shealth,0,560,1.2377648,415.65,19.92,5vLahzXBCy,com.sec.android.app.shealth,4691cb3b-9dc2-446a-b1b5-858460b8197a,1610755200000,
454455f6-5b42-4987-861c-88085b237b2d.binning_data.json,2021-01-18 03:38:07.465,2021-01-17 05:17:32.260,com.sec.android.app.shealth,-2,194,1.2419634,144.65,6.7999997,VfS0qUERdZ,com.sec.android.app.shealth,454455f6-5b42-4987-861c-88085b237b2d,1610841600000,
90c24fbb-8599-4b40-b772-c74270df90ca.binning_data.json,2021-01-18 05:00:00.703,2021-01-18 05:00:00.703,com.sec.android.app.shealth,0,194,1.2419634,144.65,6.7999997,5vLahzXBCy,com.sec.android.app.shealth,90c24fbb-8599-4b40-b772-c74270df90ca,1610841600000,
e921fb02-6ea5-4eef-9d12-fcc8b1042572.binning_data.json,2021-01-19 04:59:00.772,2021-01-18 15:35:06.339,com.sec.android.app.shealth,-2,557,1.3061134,421.12,20.32,VfS0qUERdZ,com.sec.android.app.shealth,e921fb02-6ea5-4eef-9d12-fcc8b1042572,1610928000000,
6e33a7e6-6bd8-4549-aff8-59c015a7ae59.binning_data.json,2021-01-19 05:00:01.750,2021-01-19 05:00:01.750,com.sec.android.app.shealth,0,557,1.3061134,421.12,20.32,5vLahzXBCy,com.sec.android.app.shealth,6e33a7e6-6bd8-4549-aff8-59c015a7ae59,1610928000000,
71eb421b-66c8-4548-b266-6cc6e4752b0f.binning_data.json,2021-01-20 03:40:20.891,2021-01-19 05:15:51.899,com.sec.android.app.shealth,-2,747,1.2555974,557.02,26.88,VfS0qUERdZ,com.sec.android.app.shealth,71eb421b-66c8-4548-b266-6cc6e4752b0f,1611014400000,
8ccad091-8620-453d-bacc-9ec6e98dd957.binning_data.json,2021-01-20 05:00:00.964,2021-01-20 05:00:00.964,com.sec.android.app.shealth,0,747,1.2555974,557.02,26.88,5vLahzXBCy,com.sec.android.app.shealth,8ccad091-8620-453d-bacc-9ec6e98dd957,1611014400000,
4c88dec7-3dc7-457e-b533-9d26e8da6d8b.binning_data.json,2021-01-21 05:00:01.839,2021-01-20 15:16:17.890,com.sec.android.app.shealth,-2,798,1.1687579,589.81,30.1,VfS0qUERdZ,com.sec.android.app.shealth,4c88dec7-3dc7-457e-b533-9d26e8da6d8b,1611100800000,
c9222f1a-f983-4725-8021-508e3d7cbee4.binning_data.json,2021-01-21 05:00:00.946,2021-01-21 05:00:00.946,com.sec.android.app.shealth,0,798,1.1687579,589.81,30.1,5vLahzXBCy,com.sec.android.app.shealth,c9222f1a-f983-4725-8021-508e3d7cbee4,1611100800000,
3ebe20d8-dcf1-4934-986b-5a79f955cf77.binning_data.json,2021-01-22 04:34:22.007,2021-01-21 18:29:54.379,com.sec.android.app.shealth,-2,1524,1.2530079,1136.74,56.319996,VfS0qUERdZ,com.sec.android.app.shealth,3ebe20d8-dcf1-4934-986b-5a79f955cf77,1611187200000,
