com.samsung.shealth.social.public_challenge.history,6272009,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2024-05-29 17:20:30.858,2023-01-10 15:29:12.393,6e394354-3f8d-4621-867a-b57316f7325d.body.json,SIMPLE_LEVEL,5vLahzXBCy,com.sec.android.app.shealth,1717003230856,6e394354-3f8d-4621-867a-b57316f7325d,
