com.samsung.shealth.hsp.references,6272009,1
hsp_id,shealth_id,update_time,create_time,shealth_data_type,deviceuuid,pkg_name,datauuid
1d236a2b-5c0e-4619-99cb-f8b5fb37028a,6a642468-8546-473a-bd25-a1358d42ddbd,2024-09-08 04:38:56.569,2024-09-08 04:38:56.569,10004,5vLahzXBCy,com.sec.android.app.shealth,c0125103-983e-4a26-bcd1-05bc42c7144f,
