com.samsung.shealth.insight.message_notification,6272009,1
message_id,device_type,status,update_time,create_time,time_offset,deviceuuid,pkg_name,issue_time,datauuid
Sleep_Weekly_2_2_new,1,1,2024-07-25 19:46:31.802,2024-07-25 19:46:31.802,UTC-0500,5vLahzXBCy,com.sec.android.app.shealth,,6b126e2b-e6be-49ce-a32e-0904d38f762f,
Sleep_Weekly_2_2_new,1,1,2024-07-25 19:46:31.861,2024-07-25 19:46:31.861,UTC-0500,5vLahzXBCy,com.sec.android.app.shealth,,712c2736-ab1e-43ae-bbe4-6b3ab3427487,
