com.samsung.shealth.sleep_combined,6272009,4
original_efficiency,create_sh_ver,start_time,mental_recovery,factor_01,factor_02,factor_03,factor_04,factor_05,factor_06,factor_07,factor_08,factor_09,factor_10,has_sleep_data,total_rem_duration,modify_sh_ver,update_time,create_time,sleep_type,data_version,physical_recovery,original_wake_up_time,movement_awakening,original_bed_time,goal_bed_time,quality,time_offset,extra_data,deviceuuid,goal_wake_up_time,sleep_cycle,total_light_duration,efficiency,sleep_score,pkg_name,sleep_duration,stage_analyzed_type,end_time,datauuid,stage_analysis_type
,62610110,2024-01-29 07:27:00.000,73.0,26,26,21,2,23,185,185,0,13,5,0,,62610110,2024-01-29 11:43:13.021,2024-01-29 11:43:12.953,-1,7,38.0,,31.0,,81000000,0,UTC-0500,,PZSgGx/3oA,23400000,1,,87.0,51,com.sec.android.app.shealth,190,,2024-01-29 11:01:00.000,ff76563a-577d-41b0-abe8-9981a62189f6,,
,62620030,2024-02-21 06:57:00.000,68.0,33,68,3,2,22,231,78,1,12,6,0,,62620030,2024-02-25 15:38:02.909,2024-02-25 15:38:02.862,-1,7,69.0,,19.0,,81000000,0,UTC-0500,,PZSgGx/3oA,23400000,2,,89.0,60,com.sec.android.app.shealth,237,,2024-02-21 11:43:00.000,7431006d-f96d-470b-866d-5dacd854fa7d,,
