com.samsung.shealth.social.public_challenge,6272009,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2024-05-29 17:20:30.404,2023-01-10 15:29:12.183,8b2d5583-1eda-4766-ab29-fad3d123903f.body.json,5vLahzXBCy,com.sec.android.app.shealth,1717003230391,8b2d5583-1eda-4766-ab29-fad3d123903f,
