com.samsung.shealth.sleep_raw_data,6272009,2
create_sh_ver,modify_sh_ver,update_time,create_time,sleep_uuid,data,version,deviceuuid,pkg_name,datauuid
62670031,62670031,2024-06-20 10:39:01.339,2024-06-20 10:39:01.339,b7091af1-041c-4a54-8d96-c980d779a799,da9ab64f-1081-45b3-855c-395627a991bc.data.json,1,PZSgGx/3oA,com.sec.android.app.shealth,da9ab64f-1081-45b3-855c-395627a991bc,
