com.samsung.health.height,6272009,5
create_sh_ver,start_time,custom,height,modify_sh_ver,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
,2022-11-23 04:05:58.603,,177.8,,2022-11-23 04:05:58.603,2022-11-23 04:05:58.610,UTC-0500,5vLahzXBCy,com.sec.android.app.shealth,7a3da4a8-7c86-4942-ba21-a7678194e200,
62600630,2023-12-31 23:27:54.726,,177.8,62600630,2023-12-31 23:27:54.771,2023-12-31 23:27:54.771,UTC-0500,PZSgGx/3oA,com.sec.android.app.shealth,2a681f7b-4369-4342-97e6-4a987e32dd05,
