com.samsung.shealth.report,6272009,3
timezone,start_date,update_time,create_time,type,is_empty,version,deviceuuid,content,pkg_name,datauuid,compressed_content
America/Toronto,1681617600000,2023-04-23 17:46:02.512,2023-04-23 17:46:02.512,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,3ee7f040-d0a9-4a71-86cc-045e865ad3bd,3ee7f040-d0a9-4a71-86cc-045e865ad3bd.compressed_content.json,
America/Toronto,1682222400000,2023-04-30 18:42:50.553,2023-04-30 18:42:50.553,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,0df93788-6f8a-468b-a1f7-c371ccfdefc6,0df93788-6f8a-468b-a1f7-c371ccfdefc6.compressed_content.json,
America/Toronto,1682827200000,2023-05-07 17:48:57.524,2023-05-07 17:48:57.524,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,d216a0eb-9341-45a9-979e-ba5b21b7c2f4,d216a0eb-9341-45a9-979e-ba5b21b7c2f4.compressed_content.json,
America/Toronto,1683432000000,2023-05-14 17:48:16.217,2023-05-14 17:48:16.217,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,4a372009-f5f1-4f64-a88b-cecb85281262,4a372009-f5f1-4f64-a88b-cecb85281262.compressed_content.json,
America/Toronto,1684036800000,2023-05-21 17:45:59.739,2023-05-21 17:45:59.739,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,47eb5de6-f11b-4bd9-b5e7-99dd988592a4,47eb5de6-f11b-4bd9-b5e7-99dd988592a4.compressed_content.json,
America/Toronto,1684641600000,2023-05-28 17:49:52.886,2023-05-28 17:49:52.886,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,ed67352a-f9a3-46b2-83f6-07c2a972b6fd,ed67352a-f9a3-46b2-83f6-07c2a972b6fd.compressed_content.json,
America/Toronto,1685246400000,2023-06-04 17:46:14.622,2023-06-04 17:46:14.622,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,bc50c432-45b4-42cf-a2e3-44c788a69d5b,bc50c432-45b4-42cf-a2e3-44c788a69d5b.compressed_content.json,
America/Toronto,1685851200000,2023-06-11 17:45:51.842,2023-06-11 17:45:51.842,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,085c64d8-25bf-47d4-871d-1357a66cc416,085c64d8-25bf-47d4-871d-1357a66cc416.compressed_content.json,
America/Toronto,1686456000000,2023-06-18 17:46:03.385,2023-06-18 17:46:03.385,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,8d1af790-263c-497e-9e83-e89698a1b514,8d1af790-263c-497e-9e83-e89698a1b514.compressed_content.json,
America/Toronto,1687060800000,2023-06-25 17:50:00.558,2023-06-25 17:50:00.558,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,2233dbd5-4309-4283-ba37-135cbf88e648,2233dbd5-4309-4283-ba37-135cbf88e648.compressed_content.json,
America/Toronto,1687665600000,2023-07-02 17:46:23.649,2023-07-02 17:46:23.649,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,91c9fb1f-ece0-404c-bebb-d76397ba4499,91c9fb1f-ece0-404c-bebb-d76397ba4499.compressed_content.json,
America/Toronto,1688270400000,2023-07-09 18:33:30.804,2023-07-09 18:33:30.804,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,1027bfdb-ce53-443c-8e9f-5737f8f1d502,1027bfdb-ce53-443c-8e9f-5737f8f1d502.compressed_content.json,
America/Toronto,1688875200000,2023-07-16 18:34:21.900,2023-07-16 18:34:21.900,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,6209f91e-0a9e-4821-b236-1206c38cb725,6209f91e-0a9e-4821-b236-1206c38cb725.compressed_content.json,
America/Toronto,1689480000000,2023-07-23 18:30:33.501,2023-07-23 18:30:33.501,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,a8bedc3e-a17a-46f6-8aa7-d9e0163cb941,a8bedc3e-a17a-46f6-8aa7-d9e0163cb941.compressed_content.json,
America/Toronto,1690084800000,2023-07-30 18:24:49.479,2023-07-30 18:24:49.479,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,9123dc62-449a-40f3-875f-47775b958c85,9123dc62-449a-40f3-875f-47775b958c85.compressed_content.json,
America/Toronto,1690689600000,2023-08-06 17:45:59.638,2023-08-06 17:45:59.638,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,28c5ba9e-a436-4841-8097-064b7659f7dd,28c5ba9e-a436-4841-8097-064b7659f7dd.compressed_content.json,
America/Toronto,1691294400000,2023-08-13 17:46:40.089,2023-08-13 17:46:40.089,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,6c3ff746-915d-4028-bb78-34fe0538ecc8,6c3ff746-915d-4028-bb78-34fe0538ecc8.compressed_content.json,
America/Toronto,1691899200000,2023-08-20 17:47:26.466,2023-08-20 17:47:26.466,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,cea85a40-1e5f-4b9a-8356-2bee47416ebd,cea85a40-1e5f-4b9a-8356-2bee47416ebd.compressed_content.json,
America/Toronto,1692504000000,2023-08-27 17:46:15.589,2023-08-27 17:46:15.589,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,f51509ed-40c6-4539-8593-8ab89bb2b6a9,f51509ed-40c6-4539-8593-8ab89bb2b6a9.compressed_content.json,
America/Toronto,1693108800000,2023-09-03 18:25:18.246,2023-09-03 18:25:18.246,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,71f93774-6f08-4da7-b05f-f418b3223a47,71f93774-6f08-4da7-b05f-f418b3223a47.compressed_content.json,
America/Toronto,1693713600000,2023-09-10 18:15:22.951,2023-09-10 18:15:22.951,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,59e735ca-ce21-4d77-b37f-4f379251a910,59e735ca-ce21-4d77-b37f-4f379251a910.compressed_content.json,
America/Toronto,1694318400000,2023-09-17 17:46:22.108,2023-09-17 17:46:22.108,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,c5f4824c-60cf-4b17-bb8a-b0e96f78a9da,c5f4824c-60cf-4b17-bb8a-b0e96f78a9da.compressed_content.json,
America/Toronto,1694923200000,2023-09-24 19:37:24.096,2023-09-24 19:37:24.096,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,63c62834-08f1-431f-8ed6-4b254252daed,63c62834-08f1-431f-8ed6-4b254252daed.compressed_content.json,
America/Toronto,1695528000000,2023-10-01 21:50:59.042,2023-10-01 21:50:59.042,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,9fcdeb97-ca1a-4e11-afb4-9e3bde0f80f2,9fcdeb97-ca1a-4e11-afb4-9e3bde0f80f2.compressed_content.json,
America/Toronto,1696132800000,2023-10-08 17:46:22.149,2023-10-08 17:46:22.149,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,3f5c9d2c-883c-4e24-a2f3-1e094669e223,3f5c9d2c-883c-4e24-a2f3-1e094669e223.compressed_content.json,
America/Toronto,1696737600000,2023-10-15 17:49:15.842,2023-10-15 17:49:15.842,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,5f840c1e-8b76-4e3e-9a2e-1129abc1eb48,5f840c1e-8b76-4e3e-9a2e-1129abc1eb48.compressed_content.json,
America/Toronto,1697342400000,2023-10-22 17:49:38.323,2023-10-22 17:49:38.323,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,4c7bfbdd-a4cc-4cdd-9f5a-6aaec3f4cc34,4c7bfbdd-a4cc-4cdd-9f5a-6aaec3f4cc34.compressed_content.json,
America/Toronto,1697947200000,2023-10-29 17:45:52.913,2023-10-29 17:45:52.913,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,ea026301-48b5-4bff-95c6-1301d8cfaa2b,ea026301-48b5-4bff-95c6-1301d8cfaa2b.compressed_content.json,
America/Toronto,1698552000000,2023-11-05 18:46:31.808,2023-11-05 18:46:31.808,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,c17412a1-064c-4e89-ba82-68ce4b8c236a,c17412a1-064c-4e89-ba82-68ce4b8c236a.compressed_content.json,
America/Toronto,1699156800000,2023-11-12 19:09:04.922,2023-11-12 19:09:04.922,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,9198b539-b574-4f0b-a56f-1ca7d6311f7f,9198b539-b574-4f0b-a56f-1ca7d6311f7f.compressed_content.json,
America/Toronto,1699765200000,2023-11-19 18:46:09.223,2023-11-19 18:46:09.223,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,e37a7707-d9c5-44e8-a778-5368f224d741,e37a7707-d9c5-44e8-a778-5368f224d741.compressed_content.json,
America/Toronto,1700370000000,2023-11-26 19:26:28.873,2023-11-26 19:26:28.873,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,4b1364ec-0720-41cd-8a1e-3c2377cb2c46,4b1364ec-0720-41cd-8a1e-3c2377cb2c46.compressed_content.json,
America/Toronto,1700974800000,2023-12-03 18:48:38.665,2023-12-03 18:48:38.665,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,687701bc-6542-45de-9923-d24213b916e9,687701bc-6542-45de-9923-d24213b916e9.compressed_content.json,
America/Toronto,1701579600000,2023-12-10 18:45:56.654,2023-12-10 18:45:56.654,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,29ccba2e-3dc6-4411-81ff-96de0fc1158e,29ccba2e-3dc6-4411-81ff-96de0fc1158e.compressed_content.json,
America/Toronto,1702184400000,2023-12-17 18:47:26.442,2023-12-17 18:47:26.442,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,a7fde963-497e-4a9f-91ef-887d995ecdb6,a7fde963-497e-4a9f-91ef-887d995ecdb6.compressed_content.json,
America/Toronto,1702789200000,2023-12-24 18:46:01.492,2023-12-24 18:46:01.492,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,a9acf6f6-4d34-4106-a22f-544879eaaca3,a9acf6f6-4d34-4106-a22f-544879eaaca3.compressed_content.json,
America/Toronto,1703394000000,2023-12-31 18:46:15.878,2023-12-31 18:46:15.878,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,59861796-c44f-4041-9ab3-1c66c9f3edb0,59861796-c44f-4041-9ab3-1c66c9f3edb0.compressed_content.json,
America/Toronto,1703998800000,2024-01-07 18:46:13.743,2024-01-07 18:46:13.743,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,41bc898d-b631-4200-904b-52ea6c1a1cbd,41bc898d-b631-4200-904b-52ea6c1a1cbd.compressed_content.json,
America/Toronto,1704603600000,2024-01-14 18:46:17.559,2024-01-14 18:46:17.559,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,c73d0117-0e55-4b0d-90f4-87fb12e5080f,c73d0117-0e55-4b0d-90f4-87fb12e5080f.compressed_content.json,
America/Toronto,1705208400000,2024-01-21 19:10:15.869,2024-01-21 19:10:15.869,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,b46bad95-1d90-4ab4-8834-0aa4ac979733,b46bad95-1d90-4ab4-8834-0aa4ac979733.compressed_content.json,
America/Toronto,1705813200000,2024-01-28 18:56:46.387,2024-01-28 18:56:46.387,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,3457d981-2031-4650-91ac-e340d5129c4e,3457d981-2031-4650-91ac-e340d5129c4e.compressed_content.json,
America/Toronto,1706418000000,2024-02-04 18:46:00.279,2024-02-04 18:46:00.279,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,c7da0b25-d40f-4916-bac5-c8d0f3ae703c,c7da0b25-d40f-4916-bac5-c8d0f3ae703c.compressed_content.json,
America/Toronto,1707022800000,2024-02-11 18:47:17.697,2024-02-11 18:47:17.697,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,5d94d260-1746-4daf-92f2-8f542ce36af0,5d94d260-1746-4daf-92f2-8f542ce36af0.compressed_content.json,
America/Toronto,1707627600000,2024-02-18 20:47:05.575,2024-02-18 20:47:05.575,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,0e71bc7b-f5b8-4ddb-b90d-5e6d6f6d0776,0e71bc7b-f5b8-4ddb-b90d-5e6d6f6d0776.compressed_content.json,
America/Toronto,1708232400000,2024-02-25 18:47:23.433,2024-02-25 18:47:23.433,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,feaf8465-df66-4f8f-baf9-b5d8c1145c44,feaf8465-df66-4f8f-baf9-b5d8c1145c44.compressed_content.json,
America/Toronto,1708837200000,2024-03-03 19:08:23.605,2024-03-03 19:08:23.605,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,10392a45-cba0-41a2-b7fd-76af89bc48b3,10392a45-cba0-41a2-b7fd-76af89bc48b3.compressed_content.json,
America/Toronto,1709442000000,2024-03-10 18:23:20.790,2024-03-10 18:23:20.790,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,ad0bff03-00b2-4ee7-8d82-8a9da161ad7a,ad0bff03-00b2-4ee7-8d82-8a9da161ad7a.compressed_content.json,
America/Toronto,1710046800000,2024-03-17 20:16:53.631,2024-03-17 20:16:53.631,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,9d35cc81-677f-406e-9779-7f4e61eec933,9d35cc81-677f-406e-9779-7f4e61eec933.compressed_content.json,
America/Toronto,1710648000000,2024-03-24 19:56:15.555,2024-03-24 19:56:15.555,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,1cd06bb6-956c-49e6-8081-dc7a4a72f137,1cd06bb6-956c-49e6-8081-dc7a4a72f137.compressed_content.json,
America/Toronto,1711252800000,2024-03-31 19:20:06.340,2024-03-31 19:20:06.340,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,483b910c-6086-4b85-9978-2792524e861b,483b910c-6086-4b85-9978-2792524e861b.compressed_content.json,
America/Toronto,1711857600000,2024-04-07 17:47:36.089,2024-04-07 17:47:36.089,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,b43de8d8-b19e-40c1-893f-387e6fdc59a2,b43de8d8-b19e-40c1-893f-387e6fdc59a2.compressed_content.json,
America/Toronto,1712462400000,2024-04-14 17:47:23.907,2024-04-14 17:47:23.907,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,f7a6f683-d26d-43d1-92d7-7e7e90fd5ebc,f7a6f683-d26d-43d1-92d7-7e7e90fd5ebc.compressed_content.json,
America/Toronto,1713067200000,2024-04-21 17:46:44.104,2024-04-21 17:46:44.104,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,499fff09-947f-4fdf-9e63-a9d1275718c6,499fff09-947f-4fdf-9e63-a9d1275718c6.compressed_content.json,
America/Toronto,1713672000000,2024-04-28 17:46:49.637,2024-04-28 17:46:49.637,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,b61da742-b6fd-468a-b950-5808bdce1383,b61da742-b6fd-468a-b950-5808bdce1383.compressed_content.json,
America/Toronto,1714276800000,2024-05-05 18:28:51.961,2024-05-05 18:28:51.961,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,394e7fcb-3376-4bb1-8872-c2f4d18cf51a,394e7fcb-3376-4bb1-8872-c2f4d18cf51a.compressed_content.json,
America/Toronto,1714881600000,2024-05-12 18:27:17.912,2024-05-12 18:27:17.912,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,4eb4efee-f521-4a98-bce7-9b68757e38a3,4eb4efee-f521-4a98-bce7-9b68757e38a3.compressed_content.json,
America/Toronto,1715486400000,2024-05-19 17:46:00.873,2024-05-19 17:46:00.873,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,75c7f201-263b-4ad3-a614-961140a1b21b,75c7f201-263b-4ad3-a614-961140a1b21b.compressed_content.json,
America/Toronto,1716091200000,2024-05-26 18:43:22.225,2024-05-26 18:43:22.225,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,1fe36f8b-8715-42bc-ba3e-1d94ee41c083,1fe36f8b-8715-42bc-ba3e-1d94ee41c083.compressed_content.json,
America/Toronto,1716696000000,2024-06-02 18:14:37.700,2024-06-02 18:14:37.700,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,b359b6e3-44b4-455d-963b-25a58df50cfc,b359b6e3-44b4-455d-963b-25a58df50cfc.compressed_content.json,
America/Toronto,1717300800000,2024-06-09 18:21:49.556,2024-06-09 18:21:49.556,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,15d545f6-930c-45aa-8dfe-60cb8fb98111,15d545f6-930c-45aa-8dfe-60cb8fb98111.compressed_content.json,
America/Toronto,1717905600000,2024-06-16 17:57:58.284,2024-06-16 17:57:58.284,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,a8db3677-7257-4463-a43a-d4a88d4fc6e0,a8db3677-7257-4463-a43a-d4a88d4fc6e0.compressed_content.json,
America/Toronto,1718510400000,2024-06-23 17:46:33.337,2024-06-23 17:46:33.337,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,a464ce11-7a3c-4fb4-a097-746652265ace,a464ce11-7a3c-4fb4-a097-746652265ace.compressed_content.json,
America/Toronto,1719115200000,2024-06-30 17:47:33.782,2024-06-30 17:47:33.782,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,97aee7ab-2f22-4fa7-af5c-6f0be2ac8c19,97aee7ab-2f22-4fa7-af5c-6f0be2ac8c19.compressed_content.json,
America/Toronto,1719720000000,2024-07-07 18:31:34.735,2024-07-07 18:31:34.735,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,6168a864-63ed-45b7-8c0a-067c067a705e,6168a864-63ed-45b7-8c0a-067c067a705e.compressed_content.json,
America/Toronto,1721534400000,2024-08-01 17:46:08.549,2024-08-01 17:46:08.549,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,5ebe0f22-821b-40bf-b0a9-572da634cae0,5ebe0f22-821b-40bf-b0a9-572da634cae0.compressed_content.json,
America/Toronto,1722139200000,2024-08-04 18:28:00.028,2024-08-04 18:28:00.028,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,afecb77e-11cb-4724-a4ff-7942ced5088b,afecb77e-11cb-4724-a4ff-7942ced5088b.compressed_content.json,
America/Toronto,1722744000000,2024-08-11 17:46:16.065,2024-08-11 17:46:16.065,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,28aa780f-c035-4fd8-b72b-0798efaafe8c,28aa780f-c035-4fd8-b72b-0798efaafe8c.compressed_content.json,
America/Toronto,1723348800000,2024-08-18 17:46:24.394,2024-08-18 17:46:24.394,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,3d1638d3-0375-4c50-9c6e-cdc051b8c508,3d1638d3-0375-4c50-9c6e-cdc051b8c508.compressed_content.json,
America/Toronto,1723953600000,2024-08-25 18:22:46.100,2024-08-25 18:22:46.100,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,e3150d74-741b-43be-be2e-5706a6ce7518,e3150d74-741b-43be-be2e-5706a6ce7518.compressed_content.json,
America/Toronto,1724558400000,2024-09-01 18:12:09.175,2024-09-01 18:12:09.175,0,0,3,5vLahzXBCy,X,com.sec.android.app.shealth,347243a9-6975-4804-bd97-8438ee9e01ec,347243a9-6975-4804-bd97-8438ee9e01ec.compressed_content.json,
