com.samsung.shealth.calories_burned.details,6272009,4
active_calories_goal,version,extra_data,exercise_calories,total_exercise_calories,com.samsung.shealth.calories_burned.create_sh_ver,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.modify_sh_ver,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,,793fd3ee-9d57-4dc5-be50-2e116577c7a7.extra_data.json,,,,0.0,607503,1593.4039,,2020-12-09 05:17:45.283,2020-12-08 18:26:46.595,33.68,5vLahzXBCy,com.sec.android.app.shealth,793fd3ee-9d57-4dc5-be50-2e116577c7a7,1607385600000,
,,024e4d41-5476-4fc7-a1f1-8c60e9066deb.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.328,2020-12-08 18:26:49.328,0.0,5vLahzXBCy,com.sec.android.app.shealth,024e4d41-5476-4fc7-a1f1-8c60e9066deb,1605052800000,
,,5af7a683-d5ec-4b86-8df5-b7c654addeb9.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.370,2020-12-08 18:26:49.370,0.0,5vLahzXBCy,com.sec.android.app.shealth,5af7a683-d5ec-4b86-8df5-b7c654addeb9,1605139200000,
,,8ddfe975-67bd-477f-a8a5-788731a04e2e.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.426,2020-12-08 18:26:49.426,0.0,5vLahzXBCy,com.sec.android.app.shealth,8ddfe975-67bd-477f-a8a5-788731a04e2e,1605225600000,
,,8115705b-78dc-4d6c-991b-101a8257f95c.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.485,2020-12-08 18:26:49.485,0.0,5vLahzXBCy,com.sec.android.app.shealth,8115705b-78dc-4d6c-991b-101a8257f95c,1605312000000,
,,9aacf667-c3d4-47be-94d7-1c7fb2a106b7.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.535,2020-12-08 18:26:49.535,0.0,5vLahzXBCy,com.sec.android.app.shealth,9aacf667-c3d4-47be-94d7-1c7fb2a106b7,1605398400000,
,,0296534f-9342-4c3d-952d-2b91f92ec03c.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.607,2020-12-08 18:26:49.607,0.0,5vLahzXBCy,com.sec.android.app.shealth,0296534f-9342-4c3d-952d-2b91f92ec03c,1605484800000,
,,3bdef97b-8fbf-4d67-bade-c04fcebddf26.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.656,2020-12-08 18:26:49.656,0.0,5vLahzXBCy,com.sec.android.app.shealth,3bdef97b-8fbf-4d67-bade-c04fcebddf26,1605571200000,
,,3409d1ff-aa84-42c2-8cd2-a2bdcbd776df.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.690,2020-12-08 18:26:49.690,0.0,5vLahzXBCy,com.sec.android.app.shealth,3409d1ff-aa84-42c2-8cd2-a2bdcbd776df,1605657600000,
,,82e0d0ec-942b-49d9-b8df-ebc3bcd99e3e.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.721,2020-12-08 18:26:49.721,0.0,5vLahzXBCy,com.sec.android.app.shealth,82e0d0ec-942b-49d9-b8df-ebc3bcd99e3e,1605744000000,
,,e6182a7b-b947-4156-8336-a8fef58058cd.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.746,2020-12-08 18:26:49.746,0.0,5vLahzXBCy,com.sec.android.app.shealth,e6182a7b-b947-4156-8336-a8fef58058cd,1605830400000,
,,1b7b5df9-6813-46bf-b20d-ab45a15e1d34.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.776,2020-12-08 18:26:49.776,0.0,5vLahzXBCy,com.sec.android.app.shealth,1b7b5df9-6813-46bf-b20d-ab45a15e1d34,1605916800000,
,,09f30dbd-9ab4-4f7b-83dc-ab0683489a8f.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.808,2020-12-08 18:26:49.808,0.0,5vLahzXBCy,com.sec.android.app.shealth,09f30dbd-9ab4-4f7b-83dc-ab0683489a8f,1606003200000,
,,52e29aa0-1eb8-4909-9f62-4efdd16f73ea.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.834,2020-12-08 18:26:49.834,0.0,5vLahzXBCy,com.sec.android.app.shealth,52e29aa0-1eb8-4909-9f62-4efdd16f73ea,1606089600000,
,,bb83e623-2c3f-4916-9d88-da9e239fbc5f.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.863,2020-12-08 18:26:49.863,0.0,5vLahzXBCy,com.sec.android.app.shealth,bb83e623-2c3f-4916-9d88-da9e239fbc5f,1606176000000,
,,4f73881f-3749-423f-84ad-2b3abeda9ead.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.886,2020-12-08 18:26:49.886,0.0,5vLahzXBCy,com.sec.android.app.shealth,4f73881f-3749-423f-84ad-2b3abeda9ead,1606262400000,
,,4f45900e-5a31-4c7d-be5e-375b1dd51cbc.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.923,2020-12-08 18:26:49.923,0.0,5vLahzXBCy,com.sec.android.app.shealth,4f45900e-5a31-4c7d-be5e-375b1dd51cbc,1606348800000,
,,060189ee-4b66-419b-9554-6cb0fa66db93.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.959,2020-12-08 18:26:49.959,0.0,5vLahzXBCy,com.sec.android.app.shealth,060189ee-4b66-419b-9554-6cb0fa66db93,1606435200000,
,,f957677e-8d9b-4765-902d-5b0ef43fefa3.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:49.998,2020-12-08 18:26:49.998,0.0,5vLahzXBCy,com.sec.android.app.shealth,f957677e-8d9b-4765-902d-5b0ef43fefa3,1606521600000,
,,dba31c71-970b-4d70-b938-ce2a872255ce.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:50.026,2020-12-08 18:26:50.026,0.0,5vLahzXBCy,com.sec.android.app.shealth,dba31c71-970b-4d70-b938-ce2a872255ce,1606608000000,
,,ad64cde0-0c48-4c92-8575-1942e370bd6a.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:50.054,2020-12-08 18:26:50.054,0.0,5vLahzXBCy,com.sec.android.app.shealth,ad64cde0-0c48-4c92-8575-1942e370bd6a,1606694400000,
,,849a7884-96d8-4f77-9e63-8c05cf5b0614.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:50.099,2020-12-08 18:26:50.099,0.0,5vLahzXBCy,com.sec.android.app.shealth,849a7884-96d8-4f77-9e63-8c05cf5b0614,1606780800000,
,,af65e211-a69b-42c3-8816-b89d82ebc5dd.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:50.123,2020-12-08 18:26:50.123,0.0,5vLahzXBCy,com.sec.android.app.shealth,af65e211-a69b-42c3-8816-b89d82ebc5dd,1606867200000,
,,9e4f11ac-b8e2-4339-b473-47c9192ce1e2.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:50.153,2020-12-08 18:26:50.153,0.0,5vLahzXBCy,com.sec.android.app.shealth,9e4f11ac-b8e2-4339-b473-47c9192ce1e2,1606953600000,
,,49cc9200-bd0d-4abe-9b15-66f21ffb5bec.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:50.175,2020-12-08 18:26:50.175,0.0,5vLahzXBCy,com.sec.android.app.shealth,49cc9200-bd0d-4abe-9b15-66f21ffb5bec,1607040000000,
,,bc9017ce-9a4b-4596-b338-80387e38c534.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:50.204,2020-12-08 18:26:50.204,0.0,5vLahzXBCy,com.sec.android.app.shealth,bc9017ce-9a4b-4596-b338-80387e38c534,1607126400000,
,,51b22d6e-5f4c-4192-a1dd-6a5705984d9d.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:50.228,2020-12-08 18:26:50.228,0.0,5vLahzXBCy,com.sec.android.app.shealth,51b22d6e-5f4c-4192-a1dd-6a5705984d9d,1607212800000,
,,3d4086de-a240-4c60-9238-0bf6420f3ad6.extra_data.json,,,,0.0,0,1604.687,,2020-12-08 18:26:50.275,2020-12-08 18:26:50.275,0.0,5vLahzXBCy,com.sec.android.app.shealth,3d4086de-a240-4c60-9238-0bf6420f3ad6,1607299200000,
,,74721bf8-67b0-41ed-9bd3-535caef0d618.extra_data.json,,,,0.0,966363,1586.739,,2020-12-10 05:00:01.817,2020-12-09 05:17:45.091,54.579994,5vLahzXBCy,com.sec.android.app.shealth,74721bf8-67b0-41ed-9bd3-535caef0d618,1607472000000,
,,b8d38151-4b0a-4dcf-baef-8fd48e6b9fdb.extra_data.json,,,,0.0,1152546,1577.6798,,2021-01-06 13:30:27.099,2020-12-10 05:00:01.627,63.409992,5vLahzXBCy,com.sec.android.app.shealth,b8d38151-4b0a-4dcf-baef-8fd48e6b9fdb,1607558400000,
,,f44380aa-69de-48e1-b7b2-91db4d82e579.extra_data.json,,,,0.0,599633,1587.9126,,2021-01-06 13:30:27.134,2020-12-11 05:00:00.472,32.130005,5vLahzXBCy,com.sec.android.app.shealth,f44380aa-69de-48e1-b7b2-91db4d82e579,1607644800000,
,,17604de4-7d5d-4c80-bf12-d7a26cb177ba.extra_data.json,,,,0.0,330031,1592.9021,,2021-01-06 13:30:27.158,2020-12-12 05:00:01.171,17.95,5vLahzXBCy,com.sec.android.app.shealth,17604de4-7d5d-4c80-bf12-d7a26cb177ba,1607731200000,
,,bd22f36b-06a4-493e-a56d-f5edc6a8cfc7.extra_data.json,,,,0.0,279473,1593.8378,,2021-01-06 13:30:27.169,2020-12-13 05:00:01.355,14.98,5vLahzXBCy,com.sec.android.app.shealth,bd22f36b-06a4-493e-a56d-f5edc6a8cfc7,1607817600000,
,,be7dda27-54c1-4c14-8bb2-219978ad5f4e.extra_data.json,,,,0.0,1018479,1580.1609,,2021-01-06 13:30:27.215,2020-12-14 05:00:00.891,57.189995,5vLahzXBCy,com.sec.android.app.shealth,be7dda27-54c1-4c14-8bb2-219978ad5f4e,1607904000000,
,,c43abe28-1592-41f0-8e74-c05ee7b0a4fc.extra_data.json,,,,0.0,409538,1591.4307,,2021-01-06 13:30:27.228,2020-12-15 05:00:00.558,21.859999,5vLahzXBCy,com.sec.android.app.shealth,c43abe28-1592-41f0-8e74-c05ee7b0a4fc,1607990400000,
,,98c3e428-5088-49f6-af7a-90aadb13cbe6.extra_data.json,,,,0.0,410872,1591.406,,2021-01-06 13:30:27.260,2020-12-16 05:00:01.777,22.4,5vLahzXBCy,com.sec.android.app.shealth,98c3e428-5088-49f6-af7a-90aadb13cbe6,1608076800000,
,,4c8835ab-8d12-4ef3-bd9e-3c1e042a61fe.extra_data.json,,,,0.0,1368504,1573.683,,2021-01-06 13:30:27.271,2020-12-17 05:00:00.545,80.19,5vLahzXBCy,com.sec.android.app.shealth,4c8835ab-8d12-4ef3-bd9e-3c1e042a61fe,1608163200000,
,,064faad7-2296-4493-9f23-176553953a8a.extra_data.json,,,,0.0,1539004,1570.5275,,2021-01-06 13:30:27.326,2020-12-18 05:00:01.297,88.15001,5vLahzXBCy,com.sec.android.app.shealth,064faad7-2296-4493-9f23-176553953a8a,1608249600000,
,,f0613c2e-394f-4825-8287-b0d3b8b07dd7.extra_data.json,,,,0.0,805736,1584.0981,,2021-01-06 13:30:27.337,2020-12-19 05:00:01.963,44.13,5vLahzXBCy,com.sec.android.app.shealth,f0613c2e-394f-4825-8287-b0d3b8b07dd7,1608336000000,
,,a3ce9dc9-b0a0-4293-8d1c-4e274fe01510.extra_data.json,,,,0.0,496915,1589.8136,,2021-01-06 13:30:27.391,2020-12-20 05:00:00.466,27.049997,5vLahzXBCy,com.sec.android.app.shealth,a3ce9dc9-b0a0-4293-8d1c-4e274fe01510,1608422400000,
,,39f2b3a5-86e9-4f7d-bdc5-397c8a8320ea.extra_data.json,,,,0.0,750375,1585.1228,,2021-01-06 13:30:27.433,2020-12-21 05:00:00.861,41.029995,5vLahzXBCy,com.sec.android.app.shealth,39f2b3a5-86e9-4f7d-bdc5-397c8a8320ea,1608508800000,
,,0507baf5-9e9c-46cd-9faf-0b1dc9c25c9f.extra_data.json,,,,0.0,198766,1595.3314,,2021-01-06 13:30:27.470,2020-12-22 05:00:00.639,10.990001,5vLahzXBCy,com.sec.android.app.shealth,0507baf5-9e9c-46cd-9faf-0b1dc9c25c9f,1608595200000,
,,55aaa7ad-ddb4-4698-8303-4c583945b544.extra_data.json,,,,0.0,2109851,1559.9629,,2021-01-06 13:30:27.488,2020-12-23 05:00:00.896,121.35001,5vLahzXBCy,com.sec.android.app.shealth,55aaa7ad-ddb4-4698-8303-4c583945b544,1608681600000,
,,0144e580-0df7-41a0-b62b-36867ba8a829.extra_data.json,,,,0.0,158079,1596.0845,,2021-01-06 13:30:27.499,2020-12-24 05:00:00.535,8.639999,5vLahzXBCy,com.sec.android.app.shealth,0144e580-0df7-41a0-b62b-36867ba8a829,1608768000000,
,,7425a9f3-0713-464d-bdf8-f280e6a4d10f.extra_data.json,,,,0.0,370185,1592.1589,,2021-01-06 13:30:27.527,2020-12-25 05:00:00.254,20.39,5vLahzXBCy,com.sec.android.app.shealth,7425a9f3-0713-464d-bdf8-f280e6a4d10f,1608854400000,
,,12549528-9d69-4813-95ae-0205067509f1.extra_data.json,,,,0.0,352843,1592.48,,2021-01-06 13:30:27.543,2020-12-26 05:00:00.511,19.989998,5vLahzXBCy,com.sec.android.app.shealth,12549528-9d69-4813-95ae-0205067509f1,1608940800000,
