com.samsung.shealth.activity.day_summary,6272009,6
movement_type,create_sh_ver,energy_type,exercise_time,step_count,exercise_calorie_target,active_time,target,others_time,modify_sh_ver,update_time,floors_target,create_time,floor_count,dynamic_active_time_target,exercise_time_target,goal,longest_active_time,score,move_hourly_count,duration_type,move_hourly_target,distance,dynamic_active_time,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
,,,,1208,,805736,,0,,2020-12-20 04:49:53.529,,2020-12-19 05:00:01.918,,,,60,36018,21,,,,901.2701,,44.13,f2a9530e-2511-45ca-a9b9-1c8931e8a249.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,805736,39600000,f2a9530e-2511-45ca-a9b9-1c8931e8a249,2020-12-19 00:00:00.000,
,,,,745,,496915,,0,,2020-12-21 05:00:00.942,,2020-12-20 05:00:00.444,,,,60,33350,13,,,,555.98004,,27.049997,8aebd47b-a52d-412c-83ad-7b3198a5e707.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,496915,33300000,8aebd47b-a52d-412c-83ad-7b3198a5e707,2020-12-20 00:00:00.000,
,,,,1125,,750375,,0,,2020-12-22 03:04:11.962,,2020-12-21 05:00:00.837,,,,60,41354,20,,,,829.28015,,41.029995,4d188f0f-b5aa-4a5a-ab62-673ab788a402.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,750375,31920000,4d188f0f-b5aa-4a5a-ab62-673ab788a402,2020-12-21 00:00:00.000,
,,,,298,,198766,,0,,2020-12-23 05:03:09.371,,2020-12-22 05:00:00.575,,,,60,30682,5,,,,220.05,,10.990001,dfa7453a-4025-4aaa-9dfd-1f89e1831aff.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,198766,38100000,dfa7453a-4025-4aaa-9dfd-1f89e1831aff,2020-12-22 00:00:00.000,
,,,,3282,,2109851,,0,,2020-12-24 08:26:26.666,,2020-12-23 05:00:00.842,,,,60,480000,58,,,,2449.0598,,121.35001,4758d6ff-7693-49de-b1fc-fec321520294.extra_data.json,5vLahzXBCy,400,com.sec.android.app.shealth,2109451,44160000,4758d6ff-7693-49de-b1fc-fec321520294,2020-12-23 00:00:00.000,
,,,,237,,158079,,0,,2020-12-25 04:40:41.717,,2020-12-24 05:00:00.516,,,,60,31349,3,,,,177.01,,8.639999,834ffa0f-0689-4f32-a582-3698f098027a.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,158079,27000000,834ffa0f-0689-4f32-a582-3698f098027a,2020-12-24 00:00:00.000,
,,,,555,,370185,,0,,2020-12-26 04:35:25.897,,2020-12-25 05:00:00.244,,,,60,34684,10,,,,408.77005,,20.39,c39e04b3-ca98-489b-8099-affe5aaf619f.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,370185,36060000,c39e04b3-ca98-489b-8099-affe5aaf619f,2020-12-25 00:00:00.000,
,,,,529,,352843,,0,,2020-12-27 18:47:19.920,,2020-12-26 05:00:00.504,,,,60,38686,8,,,,389.93,,19.989998,af186338-2fe2-4f34-865b-4a29f06176c7.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,352843,35520000,af186338-2fe2-4f34-865b-4a29f06176c7,2020-12-26 00:00:00.000,
,,,,65,,43355,,0,,2020-12-28 03:30:40.466,,2020-12-27 18:47:18.454,,,,60,12006,0,,,,47.460003,,2.36,cb9d4d17-0cd7-435a-ac09-c8e693594580.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,43355,49620000,cb9d4d17-0cd7-435a-ac09-c8e693594580,2020-12-27 00:00:00.000,
,,,,224,,146204,,0,,2020-12-29 00:59:59.141,,2020-12-28 19:04:35.980,,,,60,31349,3,,,,176.2,,8.63,94d87151-b5f8-4446-a1a2-451ebae60ea2.extra_data.json,5vLahzXBCy,4800,com.sec.android.app.shealth,141404,54000000,94d87151-b5f8-4446-a1a2-451ebae60ea2,2020-12-28 00:00:00.000,
,,,,1048,,699016,,0,,2020-12-30 03:35:05.601,,2020-12-29 16:27:33.828,,,,60,45356,18,,,,779.76,,39.050003,5e6ec145-afb2-4637-a924-4578df70d0a4.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,699016,41700000,5e6ec145-afb2-4637-a924-4578df70d0a4,2020-12-29 00:00:00.000,
,,,,388,,258796,,0,,2020-12-31 03:35:01.472,,2020-12-30 05:00:00.290,,,,60,26013,6,,,,288.19998,,14.08,a10a0d27-ec24-4d1f-902a-f2b477694741.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,258796,49200000,a10a0d27-ec24-4d1f-902a-f2b477694741,2020-12-30 00:00:00.000,
,,,,618,,408174,,0,,2021-01-01 01:14:54.047,,2020-12-31 05:06:40.473,,,,60,60000,10,,,,454.32,,22.659998,ec21fa84-cac6-4a0f-8ffa-d3a47989d568.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,408174,39240000,ec21fa84-cac6-4a0f-8ffa-d3a47989d568,2020-12-31 00:00:00.000,
,,,,1054,,703018,,0,,2021-01-02 03:02:08.622,,2021-01-01 05:00:01.070,,,,60,36018,18,,,,771.6702,,38.449997,be05fccc-65d6-47de-9293-032b2af6b0d8.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,703018,28740000,be05fccc-65d6-47de-9293-032b2af6b0d8,2021-01-01 00:00:00.000,
,,,,578,,385526,,0,,2021-01-03 05:00:00.738,,2021-01-02 05:00:02.276,,,,60,27347,10,,,,429.23004,,20.73,2ea77331-b9cf-4a3c-8475-82be01925dec.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,385526,35640000,2ea77331-b9cf-4a3c-8475-82be01925dec,2021-01-02 00:00:00.000,
,,,,1641,,1094547,,0,,2021-01-04 04:57:20.656,,2021-01-03 05:00:00.615,,,,60,60000,30,,,,1213.1302,,61.879986,207a0010-edf4-4bf7-a954-3f12cdd0cc51.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,1094547,30300000,207a0010-edf4-4bf7-a954-3f12cdd0cc51,2021-01-03 00:00:00.000,
,,,,1105,,732496,,0,,2021-01-05 02:55:03.007,,2021-01-04 05:00:00.388,,,,60,53360,20,,,,825.44,,41.35,9be978f9-96c8-42c6-9335-e49cb252bdea.extra_data.json,5vLahzXBCy,6800,com.sec.android.app.shealth,725696,39360000,9be978f9-96c8-42c6-9335-e49cb252bdea,2021-01-04 00:00:00.000,
,,,,708,,472236,,0,,2021-01-06 04:40:52.455,,2021-01-05 05:00:00.579,,,,60,45356,11,,,,524.51996,,26.019997,35b03d98-fd8d-4b7b-8070-e066880e7d81.extra_data.json,5vLahzXBCy,0,com.sec.android.app.shealth,472236,29760000,35b03d98-fd8d-4b7b-8070-e066880e7d81,2021-01-05 00:00:00.000,
